,date,positive,tested,death_total,death,severe,cases,recovery_total,certificate,recovery,Positive,Severe,Death,Cases,Recovery,l-tested,l-positive,l-severe,l-death,l-cases,l-recovery,Pm,Sm,Dm,Cm,Rm,Tm,t-7days,p-7days,c-7days,s-7days,d-7days,r-7days,P-7days,S-7days,D-7days,C-7days,R-7days,Pm-7days,Sm-7days,Dm-7days,Cm-7days,Rm-7Days,tl-7days,pl-7days,sl-7days,dl-7days,cl-7days,rl-7days
10,2020-02-05,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,8.607187693057426,0.6020599913279624,0.3010299956639812,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.015919764387487066,0.0,0.0,0.0,0.0,0.03183952877497413,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,0.0,15.949087738103271,26.484136003920725,1.5645777274361865,53.30603533287696,8.607187693057426,0.006822756166065884,0.0,0.0,0.0,0.0,3.6167852860809875,1.731228035735599,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
11,2020-02-06,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34723800686127,2.7380110230133266,0.0,8.607187693057426,1.2787536009528289,2.8351112499413875,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0,0.0,0.0,0.0,0.0,0.15123776168112713,3.2857142857142856,0.42857142857142855,0.0,0.0,0.0,0.0,14.481382638895585,33.105170004900906,1.9557221592952332,44.4216961107308,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,3.211001585949512,2.0680837493387023,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
12,2020-02-07,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34723800686127,2.7380110230133266,0.0,8.607187693057426,0.9542425094393249,2.8351112499413875,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0,0.0,0.0,0.0,0.0,0.0716389397436918,4.571428571428571,0.42857142857142855,0.0,0.0,0.0,0.0,13.013677539687896,33.105170004900906,1.9557221592952332,35.53735688858465,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,2.7588591584589643,2.0680837493387028,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
13,2020-02-08,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34723800686127,2.7380110230133266,0.0,8.607187693057426,0.6020599913279624,2.8351112499413875,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0,0.0,0.0,0.0,0.0,0.03183952877497413,5.142857142857143,0.42857142857142855,0.0,0.0,0.0,0.0,11.545972440480208,33.105170004900906,1.9557221592952332,26.65301766643848,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,2.2564049426667934,2.0680837493387028,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
14,2020-02-09,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34723800686127,2.7380110230133266,0.0,8.607187693057426,1.0,2.8351112499413875,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0,0.0,0.0,0.0,0.0,0.07959882193743532,6.571428571428571,0.42857142857142855,0.0,0.0,0.0,0.0,10.078267341272518,33.105170004900906,1.9557221592952332,17.768678444292323,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,1.8107992995420565,2.0680837493387023,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
15,2020-02-10,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.34723800686127,2.7380110230133266,0.0,8.607187693057426,1.0791812460476249,2.8351112499413875,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0,0.0,0.0,0.0,0.0,0.0955185863249224,8.285714285714286,0.42857142857142855,0.0,0.0,0.0,0.0,8.610562242064832,33.105170004900906,1.9557221592952332,8.884339222146162,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,1.3765052629955519,2.0680837493387023,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
16,2020-02-11,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.607187693057426,0.6020599913279624,0.0,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.007959882193743533,0.0,0.0,0.0,0.0,0.03183952877497413,8.857142857142858,0.42857142857142855,0.0,0.0,0.0,0.0,10.714285714285714,33.105170004900906,1.9557221592952332,0.0,8.607187693057426,0.0034113780830329426,0.0,0.0,0.0,0.0,0.8740510472033808,2.0680837493387023,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
17,2020-02-12,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.607187693057426,1.0,0.0,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.007959882193743533,0.0,0.0,0.0,0.0,0.07959882193743532,9.714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,5.0,33.105170004900906,1.9557221592952332,0.0,8.607187693057426,0.002274252055355295,0.0,0.0,0.0,0.0,0.9308996198708147,2.025079464243848,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
18,2020-02-13,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,8.607187693057426,1.2041199826559248,0.47712125471966244,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0238796465812306,0.0,0.0,0.0,0.0,0.12735811509989653,9.285714285714286,0.7142857142857143,0.0,0.0,0.0,0.0,7.678571428571429,26.48413600392072,1.5645777274361865,0.0,8.607187693057426,0.005685630138388238,0.0,0.0,0.0,0.0,0.9202376743998285,1.6882237506407447,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
19,2020-02-14,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.627906976744185,0.0,0.0,0.0,8.607187693057426,1.6334684555795866,0.6989700043360189,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.03979941096871766,0.0,0.0,0.0,0.0,0.3422749343309719,14.142857142857142,1.4285714285714286,0.0,0.0,0.0,0.0,9.33970099667774,19.863102002940543,1.17343329557714,0.0,8.607187693057426,0.011371260276776474,0.0,0.0,0.0,0.0,1.0172699524198658,1.3830607155542634,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
20,2020-02-15,4.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.651162790697675,0.0,0.0,0.0,8.607187693057426,1.9344984512435677,0.6020599913279624,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.03183952877497413,0.0,0.0,0.0,0.0,0.6845498686619438,25.857142857142858,2.0,0.0,0.0,0.0,0.0,10.004152823920265,13.242068001960362,0.7822888637180933,0.0,8.607187693057426,0.015919764387487066,0.0,0.0,0.0,0.0,1.2076183038363808,1.0640533928952025,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
21,2020-02-16,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,8.607187693057426,1.8129133566428555,0.0,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.007959882193743533,0.0,0.0,0.0,0.0,0.5173923425933297,33.714285714285715,2.142857142857143,0.0,0.0,0.0,0.0,10.223933043700486,6.621034000980181,0.3911444318590466,0.0,8.607187693057426,0.017056890415164713,0.0,0.0,0.0,0.0,1.323748783356789,0.659037500046433,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
22,2020-02-17,6.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3097345132743365,0.0,0.0,0.0,8.607187693057426,2.05307844348342,0.7781512503836436,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0477592931624612,0.0,0.0,0.0,0.0,0.8994666878930192,48.142857142857146,3.0,0.0,0.0,0.0,0.0,10.98246654559682,0.0,0.0,0.0,8.607187693057426,0.023879646581230596,0.0,0.0,0.0,0.0,1.4628769544190452,0.3651860715381839,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
23,2020-02-18,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,0.0,0.0,0.0,8.607187693057426,0.9542425094393249,0.9030899869919435,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.06367905754994826,0.0,0.0,0.0,0.0,0.0716389397436918,48.857142857142854,4.0,0.0,0.0,0.0,0.0,20.109450672580945,0.0,0.0,0.0,8.607187693057426,0.03183952877497413,0.0,0.0,0.0,0.0,1.5131887427206683,0.4941989268227473,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
24,2020-02-19,9.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.676056338028168,0.0,0.0,0.0,8.607187693057426,1.8512583487190752,0.9542425094393249,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.0716389397436918,0.0,0.0,0.0,0.0,0.5651516357557909,57.57142857142857,5.142857142857143,0.0,0.0,0.0,0.0,20.4917444351564,0.0,0.0,0.0,8.607187693057426,0.04093653699639531,0.0,0.0,0.0,0.0,1.634797078251965,0.6305192853140794,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
25,2020-02-20,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889,0.0,0.0,0.0,8.607187693057426,1.9542425094393248,0.9030899869919435,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.06367905754994826,0.0,0.0,0.0,0.0,0.716389397436918,68.14285714285714,5.857142857142857,0.0,0.0,0.0,0.0,19.08301427642624,0.0,0.0,0.0,8.607187693057426,0.04662216713478355,0.0,0.0,0.0,0.0,1.741957439221022,0.6913719613529767,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
26,2020-02-21,13.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.294117647058824,0.0,0.0,0.0,8.607187693057426,1.9294189257142929,1.1139433523068367,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.10347846851866593,0.0,0.0,0.0,0.0,0.6765899864682003,74.14285714285714,7.0,0.0,0.0,0.0,0.0,19.606758657899757,0.0,0.0,0.0,8.607187693057426,0.055719175356204735,0.0,0.0,0.0,0.0,1.7842360778116944,0.7506538682059506,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
27,2020-02-22,23.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.958333333333336,0.0,0.0,0.0,8.607187693057426,1.9822712330395684,1.3617278360175928,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.18307729045610124,0.0,0.0,0.0,0.0,0.7641486905993792,75.57142857142857,9.714285714285714,0.0,0.0,0.0,0.0,22.364925878276285,0.0,0.0,0.0,8.607187693057426,0.07732456988208003,0.0,0.0,0.0,0.0,1.7910607609254086,0.859177846018755,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
28,2020-02-23,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64102564102564,0.0,0.0,0.0,8.607187693057426,1.591064607026499,1.0,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.07959882193743532,0.0,0.0,0.0,0.0,0.3104354055559978,71.85714285714286,11.0,0.0,0.0,0.0,0.0,25.808149321499723,0.0,0.0,0.0,8.607187693057426,0.08755870413117886,0.0,0.0,0.0,0.0,1.7593680824087863,1.002034988875898,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
29,2020-02-24,16.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,0.0,0.0,0.0,8.607187693057426,2.0170333392987803,1.2041199826559248,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.12735811509989653,0.0,0.0,0.0,0.0,0.8278277481493275,70.57142857142857,12.428571428571429,0.0,0.0,0.0,0.0,27.24741801740559,0.0,0.0,0.0,8.607187693057426,0.09892996440795533,0.0,0.0,0.0,0.0,1.7542187818109807,1.0628876649147951,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
30,2020-02-25,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,8.607187693057426,1.6434526764861874,0.9030899869919435,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196,0.06367905754994826,0.0,0.0,0.0,0.0,0.35023481652471544,75.57142857142857,12.428571428571429,0.0,0.0,0.0,0.0,17.14640791639549,0.0,0.0,0.0,8.607187693057426,0.09892996440795533,0.0,0.0,0.0,0.0,1.8526773771033898,1.0628876649147954,2.5177721282707854,1.2610036829089555,4.133335531134326,3.0516331595362196
