,Date,Prefecture,Severe cases
13260,2021/2/9,Chiba,44
13261,2021/2/9,Tokyo,104
13262,2021/2/9,Kanagawa,57
13263,2021/2/9,Niigata,2
13264,2021/2/9,Toyama,3
13265,2021/2/9,Ishikawa,0
13266,2021/2/9,Fukui,2
13267,2021/2/9,Yamanashi,2
13268,2021/2/9,Nagano,1
13269,2021/2/9,Gifu,12
13270,2021/2/9,Shizuoka,2
13271,2021/2/9,Aichi,48
13272,2021/2/9,Mie,13
13273,2021/2/9,Shiga,7
13274,2021/2/9,Kyoto,5
13275,2021/2/9,Osaka,146
13276,2021/2/9,Hyogo,67
13277,2021/2/9,Nara,8
13278,2021/2/9,Wakayama,8
13279,2021/2/9,Tottori,1
13280,2021/2/9,Shimane,0
13281,2021/2/9,Okayama,5
13282,2021/2/9,Hiroshima,8
13283,2021/2/9,Yamaguchi,0
13284,2021/2/9,Tokushima,3
13285,2021/2/9,Kagawa,1
13286,2021/2/9,Ehime,1
13287,2021/2/9,Kochi,1
13288,2021/2/9,Fukuoka,37
13289,2021/2/9,Saga,1
13290,2021/2/9,Nagasaki,3
13291,2021/2/9,Kumamoto,15
13292,2021/2/9,Oita,0
13293,2021/2/9,Miyazaki,3
13294,2021/2/9,Kagoshima,3
13295,2021/2/9,Okinawa,3
13296,2021/2/10,ALL,713
13297,2021/2/10,Hokkaido,14
13298,2021/2/10,Aomori,0
13299,2021/2/10,Iwate,1
13300,2021/2/10,Miyagi,6
13301,2021/2/10,Akita,0
13302,2021/2/10,Yamagata,0
13303,2021/2/10,Fukushima,9
13304,2021/2/10,Ibaraki,15
13305,2021/2/10,Tochigi,11
13306,2021/2/10,Gunma,10
13307,2021/2/10,Saitama,47
13308,2021/2/10,Chiba,40
13309,2021/2/10,Tokyo,103
13310,2021/2/10,Kanagawa,55
13311,2021/2/10,Niigata,2
13312,2021/2/10,Toyama,3
13313,2021/2/10,Ishikawa,0
13314,2021/2/10,Fukui,2
13315,2021/2/10,Yamanashi,2
13316,2021/2/10,Nagano,1
13317,2021/2/10,Gifu,13
13318,2021/2/10,Shizuoka,2
13319,2021/2/10,Aichi,45
13320,2021/2/10,Mie,12
13321,2021/2/10,Shiga,6
13322,2021/2/10,Kyoto,5
13323,2021/2/10,Osaka,143
13324,2021/2/10,Hyogo,68
13325,2021/2/10,Nara,7
13326,2021/2/10,Wakayama,8
13327,2021/2/10,Tottori,0
13328,2021/2/10,Shimane,1
13329,2021/2/10,Okayama,5
13330,2021/2/10,Hiroshima,6
13331,2021/2/10,Yamaguchi,0
13332,2021/2/10,Tokushima,3
13333,2021/2/10,Kagawa,1
13334,2021/2/10,Ehime,1
13335,2021/2/10,Kochi,1
13336,2021/2/10,Fukuoka,38
13337,2021/2/10,Saga,1
13338,2021/2/10,Nagasaki,2
13339,2021/2/10,Kumamoto,15
13340,2021/2/10,Oita,0
13341,2021/2/10,Miyazaki,3
13342,2021/2/10,Kagoshima,3
13343,2021/2/10,Okinawa,3
13344,2021/2/11,ALL,701
13345,2021/2/11,Hokkaido,15
13346,2021/2/11,Aomori,0
13347,2021/2/11,Iwate,1
13348,2021/2/11,Miyagi,6
13349,2021/2/11,Akita,0
13350,2021/2/11,Yamagata,0
13351,2021/2/11,Fukushima,9
13352,2021/2/11,Ibaraki,15
13353,2021/2/11,Tochigi,10
13354,2021/2/11,Gunma,10
13355,2021/2/11,Saitama,47
13356,2021/2/11,Chiba,36
13357,2021/2/11,Tokyo,103
13358,2021/2/11,Kanagawa,56
13359,2021/2/11,Niigata,1
13360,2021/2/11,Toyama,3
13361,2021/2/11,Ishikawa,1
13362,2021/2/11,Fukui,2
13363,2021/2/11,Yamanashi,2
13364,2021/2/11,Nagano,1
13365,2021/2/11,Gifu,13
13366,2021/2/11,Shizuoka,2
13367,2021/2/11,Aichi,42
13368,2021/2/11,Mie,12
13369,2021/2/11,Shiga,6
13370,2021/2/11,Kyoto,5
13371,2021/2/11,Osaka,141
13372,2021/2/11,Hyogo,67
13373,2021/2/11,Nara,6
13374,2021/2/11,Wakayama,8
13375,2021/2/11,Tottori,0
13376,2021/2/11,Shimane,1
13377,2021/2/11,Okayama,5
13378,2021/2/11,Hiroshima,6
13379,2021/2/11,Yamaguchi,0
13380,2021/2/11,Tokushima,3
13381,2021/2/11,Kagawa,1
13382,2021/2/11,Ehime,1
13383,2021/2/11,Kochi,1
13384,2021/2/11,Fukuoka,35
13385,2021/2/11,Saga,1
13386,2021/2/11,Nagasaki,2
13387,2021/2/11,Kumamoto,15
13388,2021/2/11,Oita,0
13389,2021/2/11,Miyazaki,3
13390,2021/2/11,Kagoshima,3
13391,2021/2/11,Okinawa,4
13392,2021/2/12,ALL,693
13393,2021/2/12,Hokkaido,16
13394,2021/2/12,Aomori,0
13395,2021/2/12,Iwate,1
13396,2021/2/12,Miyagi,7
13397,2021/2/12,Akita,0
13398,2021/2/12,Yamagata,0
13399,2021/2/12,Fukushima,10
13400,2021/2/12,Ibaraki,15
13401,2021/2/12,Tochigi,8
13402,2021/2/12,Gunma,11
13403,2021/2/12,Saitama,44
13404,2021/2/12,Chiba,37
13405,2021/2/12,Tokyo,102
13406,2021/2/12,Kanagawa,51
13407,2021/2/12,Niigata,1
13408,2021/2/12,Toyama,3
13409,2021/2/12,Ishikawa,1
13410,2021/2/12,Fukui,2
13411,2021/2/12,Yamanashi,1
13412,2021/2/12,Nagano,1
13413,2021/2/12,Gifu,12
13414,2021/2/12,Shizuoka,2
13415,2021/2/12,Aichi,38
13416,2021/2/12,Mie,11
13417,2021/2/12,Shiga,6
13418,2021/2/12,Kyoto,5
13419,2021/2/12,Osaka,144
13420,2021/2/12,Hyogo,68
13421,2021/2/12,Nara,6
13422,2021/2/12,Wakayama,8
13423,2021/2/12,Tottori,0
13424,2021/2/12,Shimane,1
13425,2021/2/12,Okayama,5
13426,2021/2/12,Hiroshima,6
13427,2021/2/12,Yamaguchi,0
13428,2021/2/12,Tokushima,3
13429,2021/2/12,Kagawa,1
13430,2021/2/12,Ehime,1
13431,2021/2/12,Kochi,1
13432,2021/2/12,Fukuoka,36
13433,2021/2/12,Saga,1
13434,2021/2/12,Nagasaki,2
13435,2021/2/12,Kumamoto,15
13436,2021/2/12,Oita,0
13437,2021/2/12,Miyazaki,2
13438,2021/2/12,Kagoshima,5
13439,2021/2/12,Okinawa,3
13440,2021/2/13,ALL,668
13441,2021/2/13,Hokkaido,14
13442,2021/2/13,Aomori,0
13443,2021/2/13,Iwate,1
13444,2021/2/13,Miyagi,5
13445,2021/2/13,Akita,0
13446,2021/2/13,Yamagata,0
13447,2021/2/13,Fukushima,10
13448,2021/2/13,Ibaraki,17
13449,2021/2/13,Tochigi,9
13450,2021/2/13,Gunma,9
13451,2021/2/13,Saitama,45
13452,2021/2/13,Chiba,35
13453,2021/2/13,Tokyo,104
13454,2021/2/13,Kanagawa,43
13455,2021/2/13,Niigata,1
13456,2021/2/13,Toyama,3
13457,2021/2/13,Ishikawa,1
13458,2021/2/13,Fukui,2
13459,2021/2/13,Yamanashi,1
13460,2021/2/13,Nagano,1
13461,2021/2/13,Gifu,11
13462,2021/2/13,Shizuoka,1
13463,2021/2/13,Aichi,37
13464,2021/2/13,Mie,11
13465,2021/2/13,Shiga,5
13466,2021/2/13,Kyoto,5
13467,2021/2/13,Osaka,137
13468,2021/2/13,Hyogo,68
13469,2021/2/13,Nara,5
13470,2021/2/13,Wakayama,8
13471,2021/2/13,Tottori,0
13472,2021/2/13,Shimane,1
13473,2021/2/13,Okayama,5
13474,2021/2/13,Hiroshima,6
13475,2021/2/13,Yamaguchi,1
13476,2021/2/13,Tokushima,3
13477,2021/2/13,Kagawa,1
13478,2021/2/13,Ehime,1
13479,2021/2/13,Kochi,1
13480,2021/2/13,Fukuoka,33
13481,2021/2/13,Saga,1
13482,2021/2/13,Nagasaki,2
13483,2021/2/13,Kumamoto,15
13484,2021/2/13,Oita,0
13485,2021/2/13,Miyazaki,2
13486,2021/2/13,Kagoshima,5
13487,2021/2/13,Okinawa,2
13488,2021/2/14,ALL,658
13489,2021/2/14,Hokkaido,14
13490,2021/2/14,Aomori,0
13491,2021/2/14,Iwate,1
13492,2021/2/14,Miyagi,5
13493,2021/2/14,Akita,0
13494,2021/2/14,Yamagata,0
13495,2021/2/14,Fukushima,10
13496,2021/2/14,Ibaraki,16
13497,2021/2/14,Tochigi,9
13498,2021/2/14,Gunma,9
13499,2021/2/14,Saitama,42
13500,2021/2/14,Chiba,30
13501,2021/2/14,Tokyo,103
13502,2021/2/14,Kanagawa,42
13503,2021/2/14,Niigata,1
13504,2021/2/14,Toyama,3
13505,2021/2/14,Ishikawa,1
13506,2021/2/14,Fukui,2
13507,2021/2/14,Yamanashi,1
13508,2021/2/14,Nagano,1
13509,2021/2/14,Gifu,11
13510,2021/2/14,Shizuoka,1
13511,2021/2/14,Aichi,36
13512,2021/2/14,Mie,11
13513,2021/2/14,Shiga,5
13514,2021/2/14,Kyoto,5
13515,2021/2/14,Osaka,140
13516,2021/2/14,Hyogo,67
13517,2021/2/14,Nara,5
13518,2021/2/14,Wakayama,8
13519,2021/2/14,Tottori,0
13520,2021/2/14,Shimane,1
13521,2021/2/14,Okayama,5
13522,2021/2/14,Hiroshima,6
13523,2021/2/14,Yamaguchi,1
13524,2021/2/14,Tokushima,3
13525,2021/2/14,Kagawa,2
13526,2021/2/14,Ehime,1
13527,2021/2/14,Kochi,1
13528,2021/2/14,Fukuoka,32
13529,2021/2/14,Saga,1
13530,2021/2/14,Nagasaki,2
13531,2021/2/14,Kumamoto,15
13532,2021/2/14,Oita,0
13533,2021/2/14,Miyazaki,2
13534,2021/2/14,Kagoshima,5
13535,2021/2/14,Okinawa,2
13536,2021/2/15,ALL,644
13537,2021/2/15,Hokkaido,13
13538,2021/2/15,Aomori,1
13539,2021/2/15,Iwate,1
13540,2021/2/15,Miyagi,5
13541,2021/2/15,Akita,0
13542,2021/2/15,Yamagata,0
13543,2021/2/15,Fukushima,9
13544,2021/2/15,Ibaraki,15
13545,2021/2/15,Tochigi,9
13546,2021/2/15,Gunma,8
13547,2021/2/15,Saitama,42
13548,2021/2/15,Chiba,29
13549,2021/2/15,Tokyo,97
13550,2021/2/15,Kanagawa,40
13551,2021/2/15,Niigata,1
13552,2021/2/15,Toyama,3
13553,2021/2/15,Ishikawa,1
13554,2021/2/15,Fukui,2
13555,2021/2/15,Yamanashi,1
13556,2021/2/15,Nagano,1
13557,2021/2/15,Gifu,10
13558,2021/2/15,Shizuoka,1
13559,2021/2/15,Aichi,36
13560,2021/2/15,Mie,11
13561,2021/2/15,Shiga,4
13562,2021/2/15,Kyoto,5
13563,2021/2/15,Osaka,142
13564,2021/2/15,Hyogo,68
13565,2021/2/15,Nara,5
13566,2021/2/15,Wakayama,10
13567,2021/2/15,Tottori,0
13568,2021/2/15,Shimane,1
13569,2021/2/15,Okayama,5
13570,2021/2/15,Hiroshima,6
13571,2021/2/15,Yamaguchi,1
13572,2021/2/15,Tokushima,2
13573,2021/2/15,Kagawa,1
13574,2021/2/15,Ehime,1
13575,2021/2/15,Kochi,1
13576,2021/2/15,Fukuoka,33
13577,2021/2/15,Saga,1
13578,2021/2/15,Nagasaki,3
13579,2021/2/15,Kumamoto,11
13580,2021/2/15,Oita,0
13581,2021/2/15,Miyazaki,1
13582,2021/2/15,Kagoshima,5
13583,2021/2/15,Okinawa,2
13584,2021/2/16,ALL,607
13585,2021/2/16,Hokkaido,16
13586,2021/2/16,Aomori,1
13587,2021/2/16,Iwate,1
13588,2021/2/16,Miyagi,5
13589,2021/2/16,Akita,0
13590,2021/2/16,Yamagata,0
13591,2021/2/16,Fukushima,8
13592,2021/2/16,Ibaraki,15
13593,2021/2/16,Tochigi,8
13594,2021/2/16,Gunma,6
13595,2021/2/16,Saitama,47
13596,2021/2/16,Chiba,24
13597,2021/2/16,Tokyo,92
13598,2021/2/16,Kanagawa,33
13599,2021/2/16,Niigata,1
13600,2021/2/16,Toyama,3
13601,2021/2/16,Ishikawa,3
13602,2021/2/16,Fukui,2
13603,2021/2/16,Yamanashi,1
13604,2021/2/16,Nagano,0
13605,2021/2/16,Gifu,9
13606,2021/2/16,Shizuoka,1
13607,2021/2/16,Aichi,35
13608,2021/2/16,Mie,11
13609,2021/2/16,Shiga,4
13610,2021/2/16,Kyoto,5
13611,2021/2/16,Osaka,133
13612,2021/2/16,Hyogo,58
13613,2021/2/16,Nara,4
13614,2021/2/16,Wakayama,6
13615,2021/2/16,Tottori,0
13616,2021/2/16,Shimane,1
13617,2021/2/16,Okayama,5
13618,2021/2/16,Hiroshima,6
13619,2021/2/16,Yamaguchi,1
13620,2021/2/16,Tokushima,1
13621,2021/2/16,Kagawa,1
13622,2021/2/16,Ehime,1
13623,2021/2/16,Kochi,1
13624,2021/2/16,Fukuoka,33
13625,2021/2/16,Saga,1
13626,2021/2/16,Nagasaki,3
13627,2021/2/16,Kumamoto,13
13628,2021/2/16,Oita,0
13629,2021/2/16,Miyazaki,1
13630,2021/2/16,Kagoshima,5
13631,2021/2/16,Okinawa,2
13632,2021/2/17,ALL,564
13633,2021/2/17,Hokkaido,16
13634,2021/2/17,Aomori,2
13635,2021/2/17,Iwate,1
13636,2021/2/17,Miyagi,5
13637,2021/2/17,Akita,0
13638,2021/2/17,Yamagata,0
13639,2021/2/17,Fukushima,6
13640,2021/2/17,Ibaraki,15
13641,2021/2/17,Tochigi,8
13642,2021/2/17,Gunma,5
13643,2021/2/17,Saitama,44
13644,2021/2/17,Chiba,21
13645,2021/2/17,Tokyo,87
13646,2021/2/17,Kanagawa,35
13647,2021/2/17,Niigata,1
13648,2021/2/17,Toyama,3
13649,2021/2/17,Ishikawa,3
13650,2021/2/17,Fukui,2
13651,2021/2/17,Yamanashi,1
13652,2021/2/17,Nagano,0
13653,2021/2/17,Gifu,9
13654,2021/2/17,Shizuoka,1
13655,2021/2/17,Aichi,35
13656,2021/2/17,Mie,11
13657,2021/2/17,Shiga,4
13658,2021/2/17,Kyoto,5
13659,2021/2/17,Osaka,116
13660,2021/2/17,Hyogo,54
13661,2021/2/17,Nara,4
13662,2021/2/17,Wakayama,4
13663,2021/2/17,Tottori,0
13664,2021/2/17,Shimane,1
13665,2021/2/17,Okayama,5
13666,2021/2/17,Hiroshima,7
13667,2021/2/17,Yamaguchi,1
13668,2021/2/17,Tokushima,1
13669,2021/2/17,Kagawa,1
13670,2021/2/17,Ehime,1
13671,2021/2/17,Kochi,1
13672,2021/2/17,Fukuoka,29
13673,2021/2/17,Saga,0
13674,2021/2/17,Nagasaki,3
13675,2021/2/17,Kumamoto,10
13676,2021/2/17,Oita,0
13677,2021/2/17,Miyazaki,0
13678,2021/2/17,Kagoshima,4
13679,2021/2/17,Okinawa,2
13680,2021/2/18,ALL,547
13681,2021/2/18,Hokkaido,13
13682,2021/2/18,Aomori,2
13683,2021/2/18,Iwate,1
13684,2021/2/18,Miyagi,5
13685,2021/2/18,Akita,0
13686,2021/2/18,Yamagata,0
13687,2021/2/18,Fukushima,5
13688,2021/2/18,Ibaraki,14
13689,2021/2/18,Tochigi,8
13690,2021/2/18,Gunma,6
13691,2021/2/18,Saitama,40
13692,2021/2/18,Chiba,25
13693,2021/2/18,Tokyo,84
13694,2021/2/18,Kanagawa,35
13695,2021/2/18,Niigata,1
13696,2021/2/18,Toyama,4
13697,2021/2/18,Ishikawa,3
13698,2021/2/18,Fukui,1
13699,2021/2/18,Yamanashi,2
13700,2021/2/18,Nagano,0
13701,2021/2/18,Gifu,9
13702,2021/2/18,Shizuoka,1
13703,2021/2/18,Aichi,34
13704,2021/2/18,Mie,11
13705,2021/2/18,Shiga,5
13706,2021/2/18,Kyoto,4
13707,2021/2/18,Osaka,110
13708,2021/2/18,Hyogo,56
13709,2021/2/18,Nara,4
13710,2021/2/18,Wakayama,3
13711,2021/2/18,Tottori,0
13712,2021/2/18,Shimane,0
13713,2021/2/18,Okayama,5
13714,2021/2/18,Hiroshima,7
13715,2021/2/18,Yamaguchi,1
13716,2021/2/18,Tokushima,1
13717,2021/2/18,Kagawa,1
13718,2021/2/18,Ehime,1
13719,2021/2/18,Kochi,1
13720,2021/2/18,Fukuoka,26
13721,2021/2/18,Saga,0
13722,2021/2/18,Nagasaki,3
13723,2021/2/18,Kumamoto,9
13724,2021/2/18,Oita,0
13725,2021/2/18,Miyazaki,0
13726,2021/2/18,Kagoshima,4
13727,2021/2/18,Okinawa,2
13728,2021/2/19,ALL,526
13729,2021/2/19,Hokkaido,12
13730,2021/2/19,Aomori,1
13731,2021/2/19,Iwate,1
13732,2021/2/19,Miyagi,5
13733,2021/2/19,Akita,0
13734,2021/2/19,Yamagata,0
13735,2021/2/19,Fukushima,5
13736,2021/2/19,Ibaraki,13
13737,2021/2/19,Tochigi,8
13738,2021/2/19,Gunma,6
13739,2021/2/19,Saitama,38
13740,2021/2/19,Chiba,26
13741,2021/2/19,Tokyo,84
13742,2021/2/19,Kanagawa,39
13743,2021/2/19,Niigata,1
13744,2021/2/19,Toyama,3
13745,2021/2/19,Ishikawa,3
13746,2021/2/19,Fukui,0
13747,2021/2/19,Yamanashi,2
13748,2021/2/19,Nagano,0
13749,2021/2/19,Gifu,9
13750,2021/2/19,Shizuoka,1
13751,2021/2/19,Aichi,33
13752,2021/2/19,Mie,10
13753,2021/2/19,Shiga,5
13754,2021/2/19,Kyoto,2
13755,2021/2/19,Osaka,107
13756,2021/2/19,Hyogo,54
13757,2021/2/19,Nara,4
13758,2021/2/19,Wakayama,2
13759,2021/2/19,Tottori,0
13760,2021/2/19,Shimane,0
13761,2021/2/19,Okayama,3
13762,2021/2/19,Hiroshima,7
13763,2021/2/19,Yamaguchi,1
13764,2021/2/19,Tokushima,1
13765,2021/2/19,Kagawa,1
13766,2021/2/19,Ehime,1
13767,2021/2/19,Kochi,1
13768,2021/2/19,Fukuoka,23
13769,2021/2/19,Saga,0
13770,2021/2/19,Nagasaki,1
13771,2021/2/19,Kumamoto,7
13772,2021/2/19,Oita,0
13773,2021/2/19,Miyazaki,0
13774,2021/2/19,Kagoshima,4
13775,2021/2/19,Okinawa,2
13776,2021/2/20,ALL,511
13777,2021/2/20,Hokkaido,10
13778,2021/2/20,Aomori,1
13779,2021/2/20,Iwate,1
13780,2021/2/20,Miyagi,4
13781,2021/2/20,Akita,0
13782,2021/2/20,Yamagata,0
13783,2021/2/20,Fukushima,5
13784,2021/2/20,Ibaraki,12
13785,2021/2/20,Tochigi,8
13786,2021/2/20,Gunma,6
13787,2021/2/20,Saitama,39
13788,2021/2/20,Chiba,24
13789,2021/2/20,Tokyo,82
13790,2021/2/20,Kanagawa,39
13791,2021/2/20,Niigata,1
13792,2021/2/20,Toyama,3
13793,2021/2/20,Ishikawa,3
13794,2021/2/20,Fukui,0
13795,2021/2/20,Yamanashi,2
13796,2021/2/20,Nagano,0
13797,2021/2/20,Gifu,9
13798,2021/2/20,Shizuoka,1
13799,2021/2/20,Aichi,29
13800,2021/2/20,Mie,10
13801,2021/2/20,Shiga,6
13802,2021/2/20,Kyoto,2
13803,2021/2/20,Osaka,105
13804,2021/2/20,Hyogo,49
13805,2021/2/20,Nara,4
13806,2021/2/20,Wakayama,2
13807,2021/2/20,Tottori,0
13808,2021/2/20,Shimane,0
13809,2021/2/20,Okayama,3
13810,2021/2/20,Hiroshima,7
13811,2021/2/20,Yamaguchi,1
13812,2021/2/20,Tokushima,1
13813,2021/2/20,Kagawa,1
13814,2021/2/20,Ehime,1
13815,2021/2/20,Kochi,1
13816,2021/2/20,Fukuoka,26
13817,2021/2/20,Saga,0
13818,2021/2/20,Nagasaki,1
13819,2021/2/20,Kumamoto,7
13820,2021/2/20,Oita,0
13821,2021/2/20,Miyazaki,0
13822,2021/2/20,Kagoshima,4
13823,2021/2/20,Okinawa,1
13824,2021/2/21,ALL,510
13825,2021/2/21,Hokkaido,10
13826,2021/2/21,Aomori,1
13827,2021/2/21,Iwate,1
13828,2021/2/21,Miyagi,4
13829,2021/2/21,Akita,0
13830,2021/2/21,Yamagata,0
13831,2021/2/21,Fukushima,5
13832,2021/2/21,Ibaraki,12
13833,2021/2/21,Tochigi,8
13834,2021/2/21,Gunma,6
13835,2021/2/21,Saitama,39
13836,2021/2/21,Chiba,21
13837,2021/2/21,Tokyo,82
13838,2021/2/21,Kanagawa,38
13839,2021/2/21,Niigata,1
13840,2021/2/21,Toyama,3
13841,2021/2/21,Ishikawa,4
13842,2021/2/21,Fukui,0
13843,2021/2/21,Yamanashi,2
13844,2021/2/21,Nagano,0
13845,2021/2/21,Gifu,9
13846,2021/2/21,Shizuoka,1
13847,2021/2/21,Aichi,29
13848,2021/2/21,Mie,10
13849,2021/2/21,Shiga,6
13850,2021/2/21,Kyoto,2
13851,2021/2/21,Osaka,107
13852,2021/2/21,Hyogo,49
13853,2021/2/21,Nara,4
13854,2021/2/21,Wakayama,2
13855,2021/2/21,Tottori,0
13856,2021/2/21,Shimane,0
13857,2021/2/21,Okayama,3
13858,2021/2/21,Hiroshima,7
13859,2021/2/21,Yamaguchi,1
13860,2021/2/21,Tokushima,1
13861,2021/2/21,Kagawa,1
13862,2021/2/21,Ehime,1
13863,2021/2/21,Kochi,1
13864,2021/2/21,Fukuoka,25
13865,2021/2/21,Saga,0
13866,2021/2/21,Nagasaki,1
13867,2021/2/21,Kumamoto,7
13868,2021/2/21,Oita,0
13869,2021/2/21,Miyazaki,0
13870,2021/2/21,Kagoshima,5
13871,2021/2/21,Okinawa,1
13872,2021/2/22,ALL,491
13873,2021/2/22,Hokkaido,10
13874,2021/2/22,Aomori,0
13875,2021/2/22,Iwate,1
13876,2021/2/22,Miyagi,4
13877,2021/2/22,Akita,0
13878,2021/2/22,Yamagata,0
13879,2021/2/22,Fukushima,7
13880,2021/2/22,Ibaraki,12
13881,2021/2/22,Tochigi,8
13882,2021/2/22,Gunma,6
13883,2021/2/22,Saitama,38
13884,2021/2/22,Chiba,19
13885,2021/2/22,Tokyo,76
13886,2021/2/22,Kanagawa,37
13887,2021/2/22,Niigata,1
13888,2021/2/22,Toyama,3
13889,2021/2/22,Ishikawa,4
13890,2021/2/22,Fukui,0
13891,2021/2/22,Yamanashi,2
13892,2021/2/22,Nagano,0
13893,2021/2/22,Gifu,8
13894,2021/2/22,Shizuoka,1
13895,2021/2/22,Aichi,29
13896,2021/2/22,Mie,8
13897,2021/2/22,Shiga,5
13898,2021/2/22,Kyoto,2
13899,2021/2/22,Osaka,102
13900,2021/2/22,Hyogo,49
13901,2021/2/22,Nara,4
13902,2021/2/22,Wakayama,2
13903,2021/2/22,Tottori,0
13904,2021/2/22,Shimane,0
13905,2021/2/22,Okayama,3
13906,2021/2/22,Hiroshima,6
13907,2021/2/22,Yamaguchi,1
13908,2021/2/22,Tokushima,1
13909,2021/2/22,Kagawa,1
13910,2021/2/22,Ehime,1
13911,2021/2/22,Kochi,1
13912,2021/2/22,Fukuoka,25
13913,2021/2/22,Saga,0
13914,2021/2/22,Nagasaki,1
13915,2021/2/22,Kumamoto,7
13916,2021/2/22,Oita,0
13917,2021/2/22,Miyazaki,0
13918,2021/2/22,Kagoshima,5
13919,2021/2/22,Okinawa,1
13920,2021/2/23,ALL,487
13921,2021/2/23,Hokkaido,8
13922,2021/2/23,Aomori,0
13923,2021/2/23,Iwate,1
13924,2021/2/23,Miyagi,3
13925,2021/2/23,Akita,0
13926,2021/2/23,Yamagata,0
13927,2021/2/23,Fukushima,7
13928,2021/2/23,Ibaraki,12
13929,2021/2/23,Tochigi,8
13930,2021/2/23,Gunma,6
13931,2021/2/23,Saitama,36
13932,2021/2/23,Chiba,21
13933,2021/2/23,Tokyo,77
13934,2021/2/23,Kanagawa,37
13935,2021/2/23,Niigata,1
13936,2021/2/23,Toyama,3
13937,2021/2/23,Ishikawa,3
13938,2021/2/23,Fukui,0
13939,2021/2/23,Yamanashi,2
13940,2021/2/23,Nagano,0
13941,2021/2/23,Gifu,9
13942,2021/2/23,Shizuoka,1
13943,2021/2/23,Aichi,31
13944,2021/2/23,Mie,8
13945,2021/2/23,Shiga,6
13946,2021/2/23,Kyoto,2
13947,2021/2/23,Osaka,100
13948,2021/2/23,Hyogo,49
13949,2021/2/23,Nara,4
13950,2021/2/23,Wakayama,2
13951,2021/2/23,Tottori,0
13952,2021/2/23,Shimane,0
13953,2021/2/23,Okayama,3
13954,2021/2/23,Hiroshima,6
13955,2021/2/23,Yamaguchi,1
13956,2021/2/23,Tokushima,1
13957,2021/2/23,Kagawa,1
13958,2021/2/23,Ehime,1
13959,2021/2/23,Kochi,1
13960,2021/2/23,Fukuoka,24
13961,2021/2/23,Saga,0
13962,2021/2/23,Nagasaki,1
13963,2021/2/23,Kumamoto,7
13964,2021/2/23,Oita,0
13965,2021/2/23,Miyazaki,0
13966,2021/2/23,Kagoshima,3
13967,2021/2/23,Okinawa,1
13968,2021/2/24,ALL,472
13969,2021/2/24,Hokkaido,7
13970,2021/2/24,Aomori,0
13971,2021/2/24,Iwate,0
13972,2021/2/24,Miyagi,4
13973,2021/2/24,Akita,0
13974,2021/2/24,Yamagata,0
13975,2021/2/24,Fukushima,9
13976,2021/2/24,Ibaraki,9
13977,2021/2/24,Tochigi,7
13978,2021/2/24,Gunma,6
13979,2021/2/24,Saitama,38
13980,2021/2/24,Chiba,20
13981,2021/2/24,Tokyo,69
13982,2021/2/24,Kanagawa,32
13983,2021/2/24,Niigata,1
13984,2021/2/24,Toyama,2
13985,2021/2/24,Ishikawa,6
13986,2021/2/24,Fukui,0
13987,2021/2/24,Yamanashi,2
13988,2021/2/24,Nagano,0
13989,2021/2/24,Gifu,8
13990,2021/2/24,Shizuoka,1
13991,2021/2/24,Aichi,32
13992,2021/2/24,Mie,8
13993,2021/2/24,Shiga,6
13994,2021/2/24,Kyoto,1
13995,2021/2/24,Osaka,98
13996,2021/2/24,Hyogo,50
13997,2021/2/24,Nara,4
13998,2021/2/24,Wakayama,3
13999,2021/2/24,Tottori,0
14000,2021/2/24,Shimane,0
14001,2021/2/24,Okayama,3
14002,2021/2/24,Hiroshima,5
14003,2021/2/24,Yamaguchi,0
14004,2021/2/24,Tokushima,1
14005,2021/2/24,Kagawa,1
14006,2021/2/24,Ehime,1
14007,2021/2/24,Kochi,1
14008,2021/2/24,Fukuoka,25
14009,2021/2/24,Saga,0
14010,2021/2/24,Nagasaki,1
14011,2021/2/24,Kumamoto,7
14012,2021/2/24,Oita,0
14013,2021/2/24,Miyazaki,0
14014,2021/2/24,Kagoshima,3
14015,2021/2/24,Okinawa,1
14016,2021/2/25,ALL,457
14017,2021/2/25,Hokkaido,6
14018,2021/2/25,Aomori,0
14019,2021/2/25,Iwate,0
14020,2021/2/25,Miyagi,3
14021,2021/2/25,Akita,0
14022,2021/2/25,Yamagata,0
14023,2021/2/25,Fukushima,7
14024,2021/2/25,Ibaraki,8
14025,2021/2/25,Tochigi,6
14026,2021/2/25,Gunma,5
14027,2021/2/25,Saitama,38
14028,2021/2/25,Chiba,21
14029,2021/2/25,Tokyo,71
14030,2021/2/25,Kanagawa,29
14031,2021/2/25,Niigata,1
14032,2021/2/25,Toyama,2
14033,2021/2/25,Ishikawa,7
14034,2021/2/25,Fukui,0
14035,2021/2/25,Yamanashi,1
14036,2021/2/25,Nagano,0
14037,2021/2/25,Gifu,8
14038,2021/2/25,Shizuoka,1
14039,2021/2/25,Aichi,32
14040,2021/2/25,Mie,8
14041,2021/2/25,Shiga,5
14042,2021/2/25,Kyoto,1
14043,2021/2/25,Osaka,95
14044,2021/2/25,Hyogo,48
14045,2021/2/25,Nara,4
14046,2021/2/25,Wakayama,3
14047,2021/2/25,Tottori,0
14048,2021/2/25,Shimane,0
14049,2021/2/25,Okayama,3
14050,2021/2/25,Hiroshima,5
