,Date,Prefecture,Deaths(Cumulative)
12391,2021/1/22,Fukushima,35
12392,2021/1/22,Ibaraki,48
12393,2021/1/22,Tochigi,33
12394,2021/1/22,Gunma,64
12395,2021/1/22,Saitama,298
12396,2021/1/22,Chiba,203
12397,2021/1/22,Tokyo,770
12398,2021/1/22,Kanagawa,385
12399,2021/1/22,Niigata,7
12400,2021/1/22,Toyama,27
12401,2021/1/22,Ishikawa,56
12402,2021/1/22,Fukui,13
12403,2021/1/22,Yamanashi,12
12404,2021/1/22,Nagano,26
12405,2021/1/22,Gifu,62
12406,2021/1/22,Shizuoka,69
12407,2021/1/22,Aichi,349
12408,2021/1/22,Mie,27
12409,2021/1/22,Shiga,25
12410,2021/1/22,Kyoto,93
12411,2021/1/22,Osaka,812
12412,2021/1/22,Hyogo,331
12413,2021/1/22,Nara,32
12414,2021/1/22,Wakayama,12
12415,2021/1/22,Tottori,2
12416,2021/1/22,Shimane,0
12417,2021/1/22,Okayama,17
12418,2021/1/22,Hiroshima,78
12419,2021/1/22,Yamaguchi,6
12420,2021/1/22,Tokushima,11
12421,2021/1/22,Kagawa,11
12422,2021/1/22,Ehime,17
12423,2021/1/22,Kochi,13
12424,2021/1/22,Fukuoka,158
12425,2021/1/22,Saga,4
12426,2021/1/22,Nagasaki,18
12427,2021/1/22,Kumamoto,45
12428,2021/1/22,Oita,14
12429,2021/1/22,Miyazaki,15
12430,2021/1/22,Kagoshima,15
12431,2021/1/22,Okinawa,90
12432,2021/1/23,ALL,5018
12433,2021/1/23,Hokkaido,565
12434,2021/1/23,Aomori,9
12435,2021/1/23,Iwate,25
12436,2021/1/23,Miyagi,22
12437,2021/1/23,Akita,1
12438,2021/1/23,Yamagata,13
12439,2021/1/23,Fukushima,35
12440,2021/1/23,Ibaraki,51
12441,2021/1/23,Tochigi,35
12442,2021/1/23,Gunma,65
12443,2021/1/23,Saitama,304
12444,2021/1/23,Chiba,208
12445,2021/1/23,Tokyo,779
12446,2021/1/23,Kanagawa,390
12447,2021/1/23,Niigata,7
12448,2021/1/23,Toyama,27
12449,2021/1/23,Ishikawa,56
12450,2021/1/23,Fukui,13
12451,2021/1/23,Yamanashi,12
12452,2021/1/23,Nagano,28
12453,2021/1/23,Gifu,63
12454,2021/1/23,Shizuoka,69
12455,2021/1/23,Aichi,354
12456,2021/1/23,Mie,28
12457,2021/1/23,Shiga,26
12458,2021/1/23,Kyoto,93
12459,2021/1/23,Osaka,826
12460,2021/1/23,Hyogo,343
12461,2021/1/23,Nara,34
12462,2021/1/23,Wakayama,12
12463,2021/1/23,Tottori,2
12464,2021/1/23,Shimane,0
12465,2021/1/23,Okayama,17
12466,2021/1/23,Hiroshima,81
12467,2021/1/23,Yamaguchi,8
12468,2021/1/23,Tokushima,12
12469,2021/1/23,Kagawa,12
12470,2021/1/23,Ehime,17
12471,2021/1/23,Kochi,13
12472,2021/1/23,Fukuoka,162
12473,2021/1/23,Saga,4
12474,2021/1/23,Nagasaki,18
12475,2021/1/23,Kumamoto,45
12476,2021/1/23,Oita,14
12477,2021/1/23,Miyazaki,15
12478,2021/1/23,Kagoshima,15
12479,2021/1/23,Okinawa,90
12480,2021/1/24,ALL,5083
12481,2021/1/24,Hokkaido,569
12482,2021/1/24,Aomori,9
12483,2021/1/24,Iwate,25
12484,2021/1/24,Miyagi,22
12485,2021/1/24,Akita,1
12486,2021/1/24,Yamagata,13
12487,2021/1/24,Fukushima,36
12488,2021/1/24,Ibaraki,53
12489,2021/1/24,Tochigi,36
12490,2021/1/24,Gunma,66
12491,2021/1/24,Saitama,307
12492,2021/1/24,Chiba,211
12493,2021/1/24,Tokyo,782
12494,2021/1/24,Kanagawa,398
12495,2021/1/24,Niigata,7
12496,2021/1/24,Toyama,27
12497,2021/1/24,Ishikawa,56
12498,2021/1/24,Fukui,14
12499,2021/1/24,Yamanashi,12
12500,2021/1/24,Nagano,28
12501,2021/1/24,Gifu,65
12502,2021/1/24,Shizuoka,70
12503,2021/1/24,Aichi,358
12504,2021/1/24,Mie,28
12505,2021/1/24,Shiga,26
12506,2021/1/24,Kyoto,93
12507,2021/1/24,Osaka,836
12508,2021/1/24,Hyogo,351
12509,2021/1/24,Nara,35
12510,2021/1/24,Wakayama,12
12511,2021/1/24,Tottori,2
12512,2021/1/24,Shimane,0
12513,2021/1/24,Okayama,17
12514,2021/1/24,Hiroshima,85
12515,2021/1/24,Yamaguchi,8
12516,2021/1/24,Tokushima,12
12517,2021/1/24,Kagawa,13
12518,2021/1/24,Ehime,17
12519,2021/1/24,Kochi,13
12520,2021/1/24,Fukuoka,166
12521,2021/1/24,Saga,4
12522,2021/1/24,Nagasaki,20
12523,2021/1/24,Kumamoto,45
12524,2021/1/24,Oita,15
12525,2021/1/24,Miyazaki,15
12526,2021/1/24,Kagoshima,15
12527,2021/1/24,Okinawa,90
12528,2021/1/25,ALL,5157
12529,2021/1/25,Hokkaido,575
12530,2021/1/25,Aomori,11
12531,2021/1/25,Iwate,25
12532,2021/1/25,Miyagi,22
12533,2021/1/25,Akita,1
12534,2021/1/25,Yamagata,13
12535,2021/1/25,Fukushima,37
12536,2021/1/25,Ibaraki,53
12537,2021/1/25,Tochigi,38
12538,2021/1/25,Gunma,66
12539,2021/1/25,Saitama,309
12540,2021/1/25,Chiba,213
12541,2021/1/25,Tokyo,796
12542,2021/1/25,Kanagawa,399
12543,2021/1/25,Niigata,7
12544,2021/1/25,Toyama,27
12545,2021/1/25,Ishikawa,57
12546,2021/1/25,Fukui,14
12547,2021/1/25,Yamanashi,12
12548,2021/1/25,Nagano,28
12549,2021/1/25,Gifu,65
12550,2021/1/25,Shizuoka,70
12551,2021/1/25,Aichi,364
12552,2021/1/25,Mie,28
12553,2021/1/25,Shiga,26
12554,2021/1/25,Kyoto,104
12555,2021/1/25,Osaka,843
12556,2021/1/25,Hyogo,353
12557,2021/1/25,Nara,36
12558,2021/1/25,Wakayama,13
12559,2021/1/25,Tottori,2
12560,2021/1/25,Shimane,0
12561,2021/1/25,Okayama,17
12562,2021/1/25,Hiroshima,87
12563,2021/1/25,Yamaguchi,9
12564,2021/1/25,Tokushima,13
12565,2021/1/25,Kagawa,13
12566,2021/1/25,Ehime,17
12567,2021/1/25,Kochi,13
12568,2021/1/25,Fukuoka,166
12569,2021/1/25,Saga,4
12570,2021/1/25,Nagasaki,21
12571,2021/1/25,Kumamoto,52
12572,2021/1/25,Oita,16
12573,2021/1/25,Miyazaki,16
12574,2021/1/25,Kagoshima,16
12575,2021/1/25,Okinawa,90
12576,2021/1/26,ALL,5251
12577,2021/1/26,Hokkaido,579
12578,2021/1/26,Aomori,11
12579,2021/1/26,Iwate,26
12580,2021/1/26,Miyagi,22
12581,2021/1/26,Akita,1
12582,2021/1/26,Yamagata,13
12583,2021/1/26,Fukushima,37
12584,2021/1/26,Ibaraki,55
12585,2021/1/26,Tochigi,40
12586,2021/1/26,Gunma,67
12587,2021/1/26,Saitama,316
12588,2021/1/26,Chiba,218
12589,2021/1/26,Tokyo,809
12590,2021/1/26,Kanagawa,410
12591,2021/1/26,Niigata,9
12592,2021/1/26,Toyama,27
12593,2021/1/26,Ishikawa,57
12594,2021/1/26,Fukui,15
12595,2021/1/26,Yamanashi,12
12596,2021/1/26,Nagano,29
12597,2021/1/26,Gifu,67
12598,2021/1/26,Shizuoka,73
12599,2021/1/26,Aichi,368
12600,2021/1/26,Mie,28
12601,2021/1/26,Shiga,27
12602,2021/1/26,Kyoto,104
12603,2021/1/26,Osaka,857
12604,2021/1/26,Hyogo,362
12605,2021/1/26,Nara,36
12606,2021/1/26,Wakayama,13
12607,2021/1/26,Tottori,2
12608,2021/1/26,Shimane,0
12609,2021/1/26,Okayama,17
12610,2021/1/26,Hiroshima,88
12611,2021/1/26,Yamaguchi,11
12612,2021/1/26,Tokushima,13
12613,2021/1/26,Kagawa,14
12614,2021/1/26,Ehime,17
12615,2021/1/26,Kochi,13
12616,2021/1/26,Fukuoka,169
12617,2021/1/26,Saga,4
12618,2021/1/26,Nagasaki,21
12619,2021/1/26,Kumamoto,55
12620,2021/1/26,Oita,16
12621,2021/1/26,Miyazaki,17
12622,2021/1/26,Kagoshima,16
12623,2021/1/26,Okinawa,90
12624,2021/1/27,ALL,5360
12625,2021/1/27,Hokkaido,585
12626,2021/1/27,Aomori,11
12627,2021/1/27,Iwate,26
12628,2021/1/27,Miyagi,22
12629,2021/1/27,Akita,1
12630,2021/1/27,Yamagata,13
12631,2021/1/27,Fukushima,40
12632,2021/1/27,Ibaraki,56
12633,2021/1/27,Tochigi,40
12634,2021/1/27,Gunma,67
12635,2021/1/27,Saitama,320
12636,2021/1/27,Chiba,224
12637,2021/1/27,Tokyo,827
12638,2021/1/27,Kanagawa,423
12639,2021/1/27,Niigata,9
12640,2021/1/27,Toyama,27
12641,2021/1/27,Ishikawa,57
12642,2021/1/27,Fukui,16
12643,2021/1/27,Yamanashi,13
12644,2021/1/27,Nagano,32
12645,2021/1/27,Gifu,67
12646,2021/1/27,Shizuoka,74
12647,2021/1/27,Aichi,375
12648,2021/1/27,Mie,29
12649,2021/1/27,Shiga,27
12650,2021/1/27,Kyoto,107
12651,2021/1/27,Osaka,880
12652,2021/1/27,Hyogo,369
12653,2021/1/27,Nara,36
12654,2021/1/27,Wakayama,13
12655,2021/1/27,Tottori,2
12656,2021/1/27,Shimane,0
12657,2021/1/27,Okayama,17
12658,2021/1/27,Hiroshima,89
12659,2021/1/27,Yamaguchi,12
12660,2021/1/27,Tokushima,13
12661,2021/1/27,Kagawa,14
12662,2021/1/27,Ehime,17
12663,2021/1/27,Kochi,13
12664,2021/1/27,Fukuoka,170
12665,2021/1/27,Saga,4
12666,2021/1/27,Nagasaki,23
12667,2021/1/27,Kumamoto,59
12668,2021/1/27,Oita,16
12669,2021/1/27,Miyazaki,17
12670,2021/1/27,Kagoshima,18
12671,2021/1/27,Okinawa,90
12672,2021/1/28,ALL,5450
12673,2021/1/28,Hokkaido,588
12674,2021/1/28,Aomori,13
12675,2021/1/28,Iwate,27
12676,2021/1/28,Miyagi,22
12677,2021/1/28,Akita,1
12678,2021/1/28,Yamagata,13
12679,2021/1/28,Fukushima,42
12680,2021/1/28,Ibaraki,60
12681,2021/1/28,Tochigi,41
12682,2021/1/28,Gunma,68
12683,2021/1/28,Saitama,325
12684,2021/1/28,Chiba,228
12685,2021/1/28,Tokyo,847
12686,2021/1/28,Kanagawa,432
12687,2021/1/28,Niigata,9
12688,2021/1/28,Toyama,27
12689,2021/1/28,Ishikawa,58
12690,2021/1/28,Fukui,17
12691,2021/1/28,Yamanashi,13
12692,2021/1/28,Nagano,34
12693,2021/1/28,Gifu,67
12694,2021/1/28,Shizuoka,76
12695,2021/1/28,Aichi,379
12696,2021/1/28,Mie,29
12697,2021/1/28,Shiga,28
12698,2021/1/28,Kyoto,109
12699,2021/1/28,Osaka,895
12700,2021/1/28,Hyogo,371
12701,2021/1/28,Nara,36
12702,2021/1/28,Wakayama,13
12703,2021/1/28,Tottori,2
12704,2021/1/28,Shimane,0
12705,2021/1/28,Okayama,17
12706,2021/1/28,Hiroshima,91
12707,2021/1/28,Yamaguchi,14
12708,2021/1/28,Tokushima,13
12709,2021/1/28,Kagawa,14
12710,2021/1/28,Ehime,18
12711,2021/1/28,Kochi,14
12712,2021/1/28,Fukuoka,170
12713,2021/1/28,Saga,4
12714,2021/1/28,Nagasaki,25
12715,2021/1/28,Kumamoto,59
12716,2021/1/28,Oita,16
12717,2021/1/28,Miyazaki,17
12718,2021/1/28,Kagoshima,18
12719,2021/1/28,Okinawa,90
12720,2021/1/29,ALL,5544
12721,2021/1/29,Hokkaido,591
12722,2021/1/29,Aomori,13
12723,2021/1/29,Iwate,27
12724,2021/1/29,Miyagi,22
12725,2021/1/29,Akita,1
12726,2021/1/29,Yamagata,13
12727,2021/1/29,Fukushima,43
12728,2021/1/29,Ibaraki,62
12729,2021/1/29,Tochigi,42
12730,2021/1/29,Gunma,68
12731,2021/1/29,Saitama,331
12732,2021/1/29,Chiba,238
12733,2021/1/29,Tokyo,864
12734,2021/1/29,Kanagawa,443
12735,2021/1/29,Niigata,9
12736,2021/1/29,Toyama,27
12737,2021/1/29,Ishikawa,58
12738,2021/1/29,Fukui,19
12739,2021/1/29,Yamanashi,13
12740,2021/1/29,Nagano,35
12741,2021/1/29,Gifu,67
12742,2021/1/29,Shizuoka,76
12743,2021/1/29,Aichi,388
12744,2021/1/29,Mie,29
12745,2021/1/29,Shiga,29
12746,2021/1/29,Kyoto,112
12747,2021/1/29,Osaka,905
12748,2021/1/29,Hyogo,381
12749,2021/1/29,Nara,36
12750,2021/1/29,Wakayama,13
12751,2021/1/29,Tottori,2
12752,2021/1/29,Shimane,0
12753,2021/1/29,Okayama,20
12754,2021/1/29,Hiroshima,91
12755,2021/1/29,Yamaguchi,16
12756,2021/1/29,Tokushima,14
12757,2021/1/29,Kagawa,15
12758,2021/1/29,Ehime,18
12759,2021/1/29,Kochi,14
12760,2021/1/29,Fukuoka,170
12761,2021/1/29,Saga,4
12762,2021/1/29,Nagasaki,25
12763,2021/1/29,Kumamoto,59
12764,2021/1/29,Oita,16
12765,2021/1/29,Miyazaki,17
12766,2021/1/29,Kagoshima,18
12767,2021/1/29,Okinawa,90
12768,2021/1/30,ALL,5652
12769,2021/1/30,Hokkaido,597
12770,2021/1/30,Aomori,13
12771,2021/1/30,Iwate,27
12772,2021/1/30,Miyagi,22
12773,2021/1/30,Akita,1
12774,2021/1/30,Yamagata,13
12775,2021/1/30,Fukushima,43
12776,2021/1/30,Ibaraki,62
12777,2021/1/30,Tochigi,45
12778,2021/1/30,Gunma,69
12779,2021/1/30,Saitama,340
12780,2021/1/30,Chiba,243
12781,2021/1/30,Tokyo,883
12782,2021/1/30,Kanagawa,461
12783,2021/1/30,Niigata,9
12784,2021/1/30,Toyama,27
12785,2021/1/30,Ishikawa,58
12786,2021/1/30,Fukui,19
12787,2021/1/30,Yamanashi,13
12788,2021/1/30,Nagano,36
12789,2021/1/30,Gifu,68
12790,2021/1/30,Shizuoka,76
12791,2021/1/30,Aichi,394
12792,2021/1/30,Mie,29
12793,2021/1/30,Shiga,30
12794,2021/1/30,Kyoto,112
12795,2021/1/30,Osaka,915
12796,2021/1/30,Hyogo,391
12797,2021/1/30,Nara,37
12798,2021/1/30,Wakayama,13
12799,2021/1/30,Tottori,2
12800,2021/1/30,Shimane,0
12801,2021/1/30,Okayama,20
12802,2021/1/30,Hiroshima,92
12803,2021/1/30,Yamaguchi,19
12804,2021/1/30,Tokushima,14
12805,2021/1/30,Kagawa,15
12806,2021/1/30,Ehime,18
12807,2021/1/30,Kochi,14
12808,2021/1/30,Fukuoka,181
12809,2021/1/30,Saga,4
12810,2021/1/30,Nagasaki,26
12811,2021/1/30,Kumamoto,59
12812,2021/1/30,Oita,17
12813,2021/1/30,Miyazaki,17
12814,2021/1/30,Kagoshima,18
12815,2021/1/30,Okinawa,90
12816,2021/1/31,ALL,5720
12817,2021/1/31,Hokkaido,602
12818,2021/1/31,Aomori,13
12819,2021/1/31,Iwate,27
12820,2021/1/31,Miyagi,22
12821,2021/1/31,Akita,1
12822,2021/1/31,Yamagata,13
12823,2021/1/31,Fukushima,44
12824,2021/1/31,Ibaraki,62
12825,2021/1/31,Tochigi,46
12826,2021/1/31,Gunma,69
12827,2021/1/31,Saitama,350
12828,2021/1/31,Chiba,250
12829,2021/1/31,Tokyo,886
12830,2021/1/31,Kanagawa,467
12831,2021/1/31,Niigata,9
12832,2021/1/31,Toyama,27
12833,2021/1/31,Ishikawa,58
12834,2021/1/31,Fukui,19
12835,2021/1/31,Yamanashi,13
12836,2021/1/31,Nagano,36
12837,2021/1/31,Gifu,69
12838,2021/1/31,Shizuoka,76
12839,2021/1/31,Aichi,396
12840,2021/1/31,Mie,29
12841,2021/1/31,Shiga,30
12842,2021/1/31,Kyoto,112
12843,2021/1/31,Osaka,926
12844,2021/1/31,Hyogo,399
12845,2021/1/31,Nara,38
12846,2021/1/31,Wakayama,14
12847,2021/1/31,Tottori,2
12848,2021/1/31,Shimane,0
12849,2021/1/31,Okayama,20
12850,2021/1/31,Hiroshima,92
12851,2021/1/31,Yamaguchi,21
12852,2021/1/31,Tokushima,14
12853,2021/1/31,Kagawa,15
12854,2021/1/31,Ehime,18
12855,2021/1/31,Kochi,14
12856,2021/1/31,Fukuoka,187
12857,2021/1/31,Saga,4
12858,2021/1/31,Nagasaki,27
12859,2021/1/31,Kumamoto,61
12860,2021/1/31,Oita,17
12861,2021/1/31,Miyazaki,17
12862,2021/1/31,Kagoshima,18
12863,2021/1/31,Okinawa,90
12864,2021/2/1,ALL,5792
12865,2021/2/1,Hokkaido,607
12866,2021/2/1,Aomori,13
12867,2021/2/1,Iwate,27
12868,2021/2/1,Miyagi,22
12869,2021/2/1,Akita,1
12870,2021/2/1,Yamagata,13
12871,2021/2/1,Fukushima,44
12872,2021/2/1,Ibaraki,66
12873,2021/2/1,Tochigi,47
12874,2021/2/1,Gunma,71
12875,2021/2/1,Saitama,358
12876,2021/2/1,Chiba,254
12877,2021/2/1,Tokyo,894
12878,2021/2/1,Kanagawa,473
12879,2021/2/1,Niigata,10
12880,2021/2/1,Toyama,27
12881,2021/2/1,Ishikawa,58
12882,2021/2/1,Fukui,20
12883,2021/2/1,Yamanashi,14
12884,2021/2/1,Nagano,36
12885,2021/2/1,Gifu,69
12886,2021/2/1,Shizuoka,78
12887,2021/2/1,Aichi,400
12888,2021/2/1,Mie,29
12889,2021/2/1,Shiga,31
12890,2021/2/1,Kyoto,119
12891,2021/2/1,Osaka,930
12892,2021/2/1,Hyogo,402
12893,2021/2/1,Nara,39
12894,2021/2/1,Wakayama,15
12895,2021/2/1,Tottori,2
12896,2021/2/1,Shimane,0
12897,2021/2/1,Okayama,20
12898,2021/2/1,Hiroshima,92
12899,2021/2/1,Yamaguchi,21
12900,2021/2/1,Tokushima,14
12901,2021/2/1,Kagawa,15
12902,2021/2/1,Ehime,19
12903,2021/2/1,Kochi,14
12904,2021/2/1,Fukuoka,187
12905,2021/2/1,Saga,4
12906,2021/2/1,Nagasaki,28
12907,2021/2/1,Kumamoto,63
12908,2021/2/1,Oita,17
12909,2021/2/1,Miyazaki,20
12910,2021/2/1,Kagoshima,19
12911,2021/2/1,Okinawa,90
12912,2021/2/2,ALL,5910
12913,2021/2/2,Hokkaido,608
12914,2021/2/2,Aomori,13
12915,2021/2/2,Iwate,27
12916,2021/2/2,Miyagi,22
12917,2021/2/2,Akita,3
12918,2021/2/2,Yamagata,13
12919,2021/2/2,Fukushima,46
12920,2021/2/2,Ibaraki,68
12921,2021/2/2,Tochigi,49
12922,2021/2/2,Gunma,71
12923,2021/2/2,Saitama,365
12924,2021/2/2,Chiba,268
12925,2021/2/2,Tokyo,917
12926,2021/2/2,Kanagawa,481
12927,2021/2/2,Niigata,10
12928,2021/2/2,Toyama,27
12929,2021/2/2,Ishikawa,58
12930,2021/2/2,Fukui,20
12931,2021/2/2,Yamanashi,14
12932,2021/2/2,Nagano,38
12933,2021/2/2,Gifu,69
12934,2021/2/2,Shizuoka,79
12935,2021/2/2,Aichi,405
12936,2021/2/2,Mie,29
12937,2021/2/2,Shiga,33
12938,2021/2/2,Kyoto,121
12939,2021/2/2,Osaka,946
12940,2021/2/2,Hyogo,413
12941,2021/2/2,Nara,40
12942,2021/2/2,Wakayama,15
12943,2021/2/2,Tottori,2
12944,2021/2/2,Shimane,0
12945,2021/2/2,Okayama,20
12946,2021/2/2,Hiroshima,94
12947,2021/2/2,Yamaguchi,23
12948,2021/2/2,Tokushima,14
12949,2021/2/2,Kagawa,15
12950,2021/2/2,Ehime,21
12951,2021/2/2,Kochi,14
12952,2021/2/2,Fukuoka,193
12953,2021/2/2,Saga,4
12954,2021/2/2,Nagasaki,31
12955,2021/2/2,Kumamoto,63
12956,2021/2/2,Oita,17
12957,2021/2/2,Miyazaki,20
12958,2021/2/2,Kagoshima,19
12959,2021/2/2,Okinawa,92
12960,2021/2/3,ALL,6018
12961,2021/2/3,Hokkaido,611
12962,2021/2/3,Aomori,13
12963,2021/2/3,Iwate,28
12964,2021/2/3,Miyagi,22
12965,2021/2/3,Akita,3
12966,2021/2/3,Yamagata,13
12967,2021/2/3,Fukushima,50
12968,2021/2/3,Ibaraki,68
12969,2021/2/3,Tochigi,49
12970,2021/2/3,Gunma,71
12971,2021/2/3,Saitama,375
12972,2021/2/3,Chiba,271
12973,2021/2/3,Tokyo,949
12974,2021/2/3,Kanagawa,494
12975,2021/2/3,Niigata,12
12976,2021/2/3,Toyama,27
12977,2021/2/3,Ishikawa,58
12978,2021/2/3,Fukui,20
12979,2021/2/3,Yamanashi,15
12980,2021/2/3,Nagano,38
12981,2021/2/3,Gifu,70
12982,2021/2/3,Shizuoka,80
12983,2021/2/3,Aichi,410
12984,2021/2/3,Mie,31
12985,2021/2/3,Shiga,33
12986,2021/2/3,Kyoto,122
12987,2021/2/3,Osaka,958
12988,2021/2/3,Hyogo,422
12989,2021/2/3,Nara,40
12990,2021/2/3,Wakayama,15
12991,2021/2/3,Tottori,2
12992,2021/2/3,Shimane,0
12993,2021/2/3,Okayama,20
12994,2021/2/3,Hiroshima,94
12995,2021/2/3,Yamaguchi,24
12996,2021/2/3,Tokushima,15
12997,2021/2/3,Kagawa,15
12998,2021/2/3,Ehime,21
12999,2021/2/3,Kochi,14
13000,2021/2/3,Fukuoka,196
13001,2021/2/3,Saga,6
13002,2021/2/3,Nagasaki,32
13003,2021/2/3,Kumamoto,63
13004,2021/2/3,Oita,17
13005,2021/2/3,Miyazaki,20
13006,2021/2/3,Kagoshima,19
13007,2021/2/3,Okinawa,92
13008,2021/2/4,ALL,6133
13009,2021/2/4,Hokkaido,612
13010,2021/2/4,Aomori,13
13011,2021/2/4,Iwate,29
13012,2021/2/4,Miyagi,22
13013,2021/2/4,Akita,3
13014,2021/2/4,Yamagata,13
13015,2021/2/4,Fukushima,52
13016,2021/2/4,Ibaraki,71
13017,2021/2/4,Tochigi,49
13018,2021/2/4,Gunma,72
13019,2021/2/4,Saitama,386
13020,2021/2/4,Chiba,280
13021,2021/2/4,Tokyo,974
13022,2021/2/4,Kanagawa,513
13023,2021/2/4,Niigata,12
13024,2021/2/4,Toyama,27
13025,2021/2/4,Ishikawa,58
13026,2021/2/4,Fukui,20
13027,2021/2/4,Yamanashi,15
13028,2021/2/4,Nagano,39
13029,2021/2/4,Gifu,73
13030,2021/2/4,Shizuoka,82
13031,2021/2/4,Aichi,420
13032,2021/2/4,Mie,33
13033,2021/2/4,Shiga,33
13034,2021/2/4,Kyoto,125
13035,2021/2/4,Osaka,965
13036,2021/2/4,Hyogo,430
13037,2021/2/4,Nara,41
13038,2021/2/4,Wakayama,15
13039,2021/2/4,Tottori,2
13040,2021/2/4,Shimane,0
13041,2021/2/4,Okayama,20
13042,2021/2/4,Hiroshima,94
13043,2021/2/4,Yamaguchi,24
13044,2021/2/4,Tokushima,15
13045,2021/2/4,Kagawa,16
13046,2021/2/4,Ehime,21
13047,2021/2/4,Kochi,14
13048,2021/2/4,Fukuoka,200
13049,2021/2/4,Saga,6
13050,2021/2/4,Nagasaki,32
13051,2021/2/4,Kumamoto,63
13052,2021/2/4,Oita,18
13053,2021/2/4,Miyazaki,20
13054,2021/2/4,Kagoshima,19
13055,2021/2/4,Okinawa,92
13056,2021/2/5,ALL,6241
13057,2021/2/5,Hokkaido,617
13058,2021/2/5,Aomori,13
13059,2021/2/5,Iwate,29
13060,2021/2/5,Miyagi,22
13061,2021/2/5,Akita,4
13062,2021/2/5,Yamagata,13
13063,2021/2/5,Fukushima,52
13064,2021/2/5,Ibaraki,72
13065,2021/2/5,Tochigi,49
13066,2021/2/5,Gunma,75
13067,2021/2/5,Saitama,399
13068,2021/2/5,Chiba,286
13069,2021/2/5,Tokyo,996
13070,2021/2/5,Kanagawa,527
13071,2021/2/5,Niigata,12
13072,2021/2/5,Toyama,27
13073,2021/2/5,Ishikawa,58
13074,2021/2/5,Fukui,21
13075,2021/2/5,Yamanashi,15
13076,2021/2/5,Nagano,39
13077,2021/2/5,Gifu,76
13078,2021/2/5,Shizuoka,84
13079,2021/2/5,Aichi,429
13080,2021/2/5,Mie,33
13081,2021/2/5,Shiga,33
13082,2021/2/5,Kyoto,127
13083,2021/2/5,Osaka,977
13084,2021/2/5,Hyogo,433
13085,2021/2/5,Nara,42
13086,2021/2/5,Wakayama,15
13087,2021/2/5,Tottori,2
13088,2021/2/5,Shimane,0
13089,2021/2/5,Okayama,24
13090,2021/2/5,Hiroshima,94
13091,2021/2/5,Yamaguchi,25
13092,2021/2/5,Tokushima,15
13093,2021/2/5,Kagawa,16
13094,2021/2/5,Ehime,21
13095,2021/2/5,Kochi,17
13096,2021/2/5,Fukuoka,200
13097,2021/2/5,Saga,6
13098,2021/2/5,Nagasaki,33
13099,2021/2/5,Kumamoto,64
13100,2021/2/5,Oita,18
13101,2021/2/5,Miyazaki,20
13102,2021/2/5,Kagoshima,19
13103,2021/2/5,Okinawa,92
13104,2021/2/6,ALL,6336
13105,2021/2/6,Hokkaido,619
13106,2021/2/6,Aomori,13
13107,2021/2/6,Iwate,29
13108,2021/2/6,Miyagi,22
13109,2021/2/6,Akita,4
13110,2021/2/6,Yamagata,13
13111,2021/2/6,Fukushima,55
13112,2021/2/6,Ibaraki,75
13113,2021/2/6,Tochigi,53
13114,2021/2/6,Gunma,76
13115,2021/2/6,Saitama,403
13116,2021/2/6,Chiba,294
13117,2021/2/6,Tokyo,1017
13118,2021/2/6,Kanagawa,538
13119,2021/2/6,Niigata,12
13120,2021/2/6,Toyama,27
13121,2021/2/6,Ishikawa,59
13122,2021/2/6,Fukui,22
13123,2021/2/6,Yamanashi,15
13124,2021/2/6,Nagano,39
13125,2021/2/6,Gifu,78
13126,2021/2/6,Shizuoka,86
13127,2021/2/6,Aichi,436
13128,2021/2/6,Mie,33
13129,2021/2/6,Shiga,33
13130,2021/2/6,Kyoto,127
13131,2021/2/6,Osaka,991
13132,2021/2/6,Hyogo,441
13133,2021/2/6,Nara,42
13134,2021/2/6,Wakayama,15
13135,2021/2/6,Tottori,2
13136,2021/2/6,Shimane,0
13137,2021/2/6,Okayama,24
13138,2021/2/6,Hiroshima,94
13139,2021/2/6,Yamaguchi,26
13140,2021/2/6,Tokushima,15
13141,2021/2/6,Kagawa,16
13142,2021/2/6,Ehime,21
13143,2021/2/6,Kochi,17
13144,2021/2/6,Fukuoka,200
13145,2021/2/6,Saga,6
13146,2021/2/6,Nagasaki,35
13147,2021/2/6,Kumamoto,64
13148,2021/2/6,Oita,18
13149,2021/2/6,Miyazaki,20
13150,2021/2/6,Kagoshima,19
13151,2021/2/6,Okinawa,92
13152,2021/2/7,ALL,6393
13153,2021/2/7,Hokkaido,620
13154,2021/2/7,Aomori,13
13155,2021/2/7,Iwate,29
13156,2021/2/7,Miyagi,22
13157,2021/2/7,Akita,4
13158,2021/2/7,Yamagata,13
13159,2021/2/7,Fukushima,56
13160,2021/2/7,Ibaraki,78
13161,2021/2/7,Tochigi,55
13162,2021/2/7,Gunma,76
13163,2021/2/7,Saitama,409
13164,2021/2/7,Chiba,300
13165,2021/2/7,Tokyo,1023
13166,2021/2/7,Kanagawa,544
13167,2021/2/7,Niigata,12
13168,2021/2/7,Toyama,27
13169,2021/2/7,Ishikawa,59
13170,2021/2/7,Fukui,23
13171,2021/2/7,Yamanashi,15
13172,2021/2/7,Nagano,39
13173,2021/2/7,Gifu,81
13174,2021/2/7,Shizuoka,86
13175,2021/2/7,Aichi,443
13176,2021/2/7,Mie,34
13177,2021/2/7,Shiga,33
13178,2021/2/7,Kyoto,127
13179,2021/2/7,Osaka,998
13180,2021/2/7,Hyogo,444
