,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
7439,2020/10/14,Tokyo,1865,25846,0
7440,2020/10/14,Kanagawa,515,7011,0
7441,2020/10/14,Niigata,6,173,0
7442,2020/10/14,Toyama,2,394,0
7443,2020/10/14,Ishikawa,21,718,0
7444,2020/10/14,Fukui,4,234,0
7445,2020/10/14,Yamanashi,3,190,0
7446,2020/10/14,Nagano,4,315,2
7447,2020/10/14,Gifu,10,618,0
7448,2020/10/14,Shizuoka,10,556,0
7449,2020/10/14,Aichi,232,5258,0
7450,2020/10/14,Mie,23,512,0
7451,2020/10/14,Shiga,15,496,0
7452,2020/10/14,Kyoto,112,1753,0
7453,2020/10/14,Osaka,447,10623,16
7454,2020/10/14,Hyogo,130,2738,0
7455,2020/10/14,Nara,27,569,0
7456,2020/10/14,Wakayama,10,235,3
7457,2020/10/14,Tottori,1,35,0
7458,2020/10/14,Shimane,0,140,0
7459,2020/10/14,Okayama,8,152,7
7460,2020/10/14,Hiroshima,45,594,0
7461,2020/10/14,Yamaguchi,8,199,0
7462,2020/10/14,Tokushima,0,140,0
7463,2020/10/14,Kagawa,3,91,0
7464,2020/10/14,Ehime,1,108,0
7465,2020/10/14,Kochi,1,134,0
7466,2020/10/14,Fukuoka,70,4943,0
7467,2020/10/14,Saga,3,248,2
7468,2020/10/14,Kumamoto,70,615,27
7469,2020/10/14,Oita,1,155,0
7470,2020/10/14,Miyazaki,0,344,1
7471,2020/10/14,Kagoshima,24,432,12
7472,2020/10/14,Okinawa,240,2500,4
7473,2020/10/15,ALL,5176,83509,64
7474,2020/10/15,Hokkaido,194,2129,0
7475,2020/10/15,Aomori,20,36,0
7476,2020/10/15,Iwate,2,23,0
7477,2020/10/15,Miyagi,41,461,0
7478,2020/10/15,Akita,1,58,0
7479,2020/10/15,Yamagata,3,77,0
7480,2020/10/15,Fukushima,72,255,0
7481,2020/10/15,Ibaraki,37,664,0
7482,2020/10/15,Tochigi,17,435,0
7483,2020/10/15,Gunma,34,710,1
7484,2020/10/15,Saitama,423,4709,0
7485,2020/10/15,Chiba,336,4019,0
7486,2020/10/15,Tokyo,1902,26091,0
7487,2020/10/15,Kanagawa,543,7062,0
7488,2020/10/15,Niigata,7,173,0
7489,2020/10/15,Toyama,0,396,0
7490,2020/10/15,Ishikawa,19,721,0
7491,2020/10/15,Fukui,5,234,1
7492,2020/10/15,Yamanashi,3,190,0
7493,2020/10/15,Nagano,4,315,2
7494,2020/10/15,Gifu,11,619,0
7495,2020/10/15,Shizuoka,13,557,0
7496,2020/10/15,Aichi,218,5287,0
7497,2020/10/15,Mie,22,515,0
7498,2020/10/15,Shiga,16,496,0
7499,2020/10/15,Kyoto,116,1755,0
7500,2020/10/15,Osaka,450,10671,16
7501,2020/10/15,Hyogo,122,2764,0
7502,2020/10/15,Nara,27,571,0
7503,2020/10/15,Wakayama,12,235,3
7504,2020/10/15,Tottori,1,35,0
7505,2020/10/15,Shimane,0,140,0
7506,2020/10/15,Okayama,12,155,0
7507,2020/10/15,Hiroshima,43,597,1
7508,2020/10/15,Yamaguchi,6,201,0
7509,2020/10/15,Tokushima,0,140,0
7510,2020/10/15,Kagawa,3,91,0
7511,2020/10/15,Ehime,1,108,0
7512,2020/10/15,Kochi,2,134,0
7513,2020/10/15,Fukuoka,73,4953,0
7514,2020/10/15,Saga,3,248,2
7515,2020/10/15,Kumamoto,74,625,19
7516,2020/10/15,Oita,1,155,0
7517,2020/10/15,Miyazaki,1,365,1
7518,2020/10/15,Kagoshima,24,432,12
7519,2020/10/15,Okinawa,260,2519,4
7520,2020/10/16,ALL,5205,84088,62
7521,2020/10/16,Hokkaido,187,2166,0
7522,2020/10/16,Aomori,46,36,0
7523,2020/10/16,Iwate,3,23,0
7524,2020/10/16,Miyagi,43,463,0
7525,2020/10/16,Akita,1,58,0
7526,2020/10/16,Yamagata,2,78,0
7527,2020/10/16,Fukushima,78,259,0
7528,2020/10/16,Ibaraki,32,673,0
7529,2020/10/16,Tochigi,19,437,1
7530,2020/10/16,Gunma,35,712,0
7531,2020/10/16,Saitama,406,4778,0
7532,2020/10/16,Chiba,360,4037,0
7533,2020/10/16,Tokyo,1867,26306,0
7534,2020/10/16,Kanagawa,570,7120,0
7535,2020/10/16,Niigata,4,176,0
7536,2020/10/16,Toyama,1,396,0
7537,2020/10/16,Ishikawa,20,721,0
7538,2020/10/16,Fukui,9,234,0
7539,2020/10/16,Yamanashi,2,191,0
7540,2020/10/16,Nagano,7,315,2
7541,2020/10/16,Gifu,13,619,0
7542,2020/10/16,Shizuoka,15,558,0
7543,2020/10/16,Aichi,219,5305,0
7544,2020/10/16,Mie,22,515,0
7545,2020/10/16,Shiga,15,497,0
7546,2020/10/16,Kyoto,119,1761,0
7547,2020/10/16,Osaka,457,10715,16
7548,2020/10/16,Hyogo,124,2776,0
7549,2020/10/16,Nara,29,572,0
7550,2020/10/16,Wakayama,11,236,3
7551,2020/10/16,Tottori,0,36,0
7552,2020/10/16,Shimane,0,140,0
7553,2020/10/16,Okayama,12,155,2
7554,2020/10/16,Hiroshima,44,599,0
7555,2020/10/16,Yamaguchi,4,203,0
7556,2020/10/16,Tokushima,0,140,0
7557,2020/10/16,Kagawa,4,91,0
7558,2020/10/16,Ehime,2,108,0
7559,2020/10/16,Kochi,2,134,0
7560,2020/10/16,Fukuoka,66,4973,0
7561,2020/10/16,Saga,3,249,2
7562,2020/10/16,Kumamoto,69,637,21
7563,2020/10/16,Oita,2,155,0
7564,2020/10/16,Miyazaki,1,365,1
7565,2020/10/16,Kagoshima,20,439,9
7566,2020/10/16,Okinawa,258,2547,4
7567,2020/10/17,ALL,5326,84535,68
7568,2020/10/17,Hokkaido,199,2184,0
7569,2020/10/17,Aomori,63,36,0
7570,2020/10/17,Iwate,3,23,0
7571,2020/10/17,Miyagi,50,470,0
7572,2020/10/17,Akita,1,58,0
7573,2020/10/17,Yamagata,2,78,0
7574,2020/10/17,Fukushima,87,266,0
7575,2020/10/17,Ibaraki,31,676,0
7576,2020/10/17,Tochigi,19,439,4
7577,2020/10/17,Gunma,38,712,0
7578,2020/10/17,Saitama,416,4812,0
7579,2020/10/17,Chiba,351,4078,0
7580,2020/10/17,Tokyo,1931,26474,0
7581,2020/10/17,Kanagawa,570,7169,0
7582,2020/10/17,Niigata,4,176,0
7583,2020/10/17,Toyama,1,396,0
7584,2020/10/17,Ishikawa,24,722,0
7585,2020/10/17,Fukui,9,234,0
7586,2020/10/17,Yamanashi,2,191,0
7587,2020/10/17,Nagano,8,317,3
7588,2020/10/17,Gifu,12,620,0
7589,2020/10/17,Shizuoka,15,558,0
7590,2020/10/17,Aichi,229,5316,0
7591,2020/10/17,Mie,17,525,0
7592,2020/10/17,Shiga,15,499,0
7593,2020/10/17,Kyoto,119,1761,0
7594,2020/10/17,Osaka,467,10754,16
7595,2020/10/17,Hyogo,116,2802,0
7596,2020/10/17,Nara,30,574,0
7597,2020/10/17,Wakayama,12,236,3
7598,2020/10/17,Tottori,0,36,0
7599,2020/10/17,Shimane,0,140,0
7600,2020/10/17,Okayama,12,155,4
7601,2020/10/17,Hiroshima,40,604,1
7602,2020/10/17,Yamaguchi,4,203,0
7603,2020/10/17,Tokushima,0,140,9
7604,2020/10/17,Kagawa,5,91,0
7605,2020/10/17,Ehime,2,108,0
7606,2020/10/17,Kochi,1,135,0
7607,2020/10/17,Fukuoka,64,4976,0
7608,2020/10/17,Saga,5,249,2
7609,2020/10/17,Kumamoto,68,652,12
7610,2020/10/17,Oita,2,155,0
7611,2020/10/17,Miyazaki,1,365,1
7612,2020/10/17,Kagoshima,20,439,9
7613,2020/10/17,Okinawa,258,2547,4
7614,2020/10/18,ALL,5375,84961,94
7615,2020/10/18,Hokkaido,211,2199,0
7616,2020/10/18,Aomori,67,36,0
7617,2020/10/18,Iwate,3,23,0
7618,2020/10/18,Miyagi,43,479,0
7619,2020/10/18,Akita,1,58,0
7620,2020/10/18,Yamagata,2,78,0
7621,2020/10/18,Fukushima,84,272,0
7622,2020/10/18,Ibaraki,30,680,0
7623,2020/10/18,Tochigi,19,439,6
7624,2020/10/18,Gunma,38,712,5
7625,2020/10/18,Saitama,431,4837,0
7626,2020/10/18,Chiba,347,4107,0
7627,2020/10/18,Tokyo,1958,26577,0
7628,2020/10/18,Kanagawa,570,7218,0
7629,2020/10/18,Niigata,4,176,0
7630,2020/10/18,Toyama,1,396,0
7631,2020/10/18,Ishikawa,25,723,0
7632,2020/10/18,Fukui,11,234,0
7633,2020/10/18,Yamanashi,2,191,0
7634,2020/10/18,Nagano,8,317,3
7635,2020/10/18,Gifu,12,620,0
7636,2020/10/18,Shizuoka,15,558,0
7637,2020/10/18,Aichi,232,5341,0
7638,2020/10/18,Mie,17,525,0
7639,2020/10/18,Shiga,13,503,0
7640,2020/10/18,Kyoto,119,1761,0
7641,2020/10/18,Osaka,464,10807,16
7642,2020/10/18,Hyogo,120,2814,0
7643,2020/10/18,Nara,28,576,0
7644,2020/10/18,Wakayama,7,241,3
7645,2020/10/18,Tottori,0,36,0
7646,2020/10/18,Shimane,0,140,0
7647,2020/10/18,Okayama,12,155,5
7648,2020/10/18,Hiroshima,39,606,0
7649,2020/10/18,Yamaguchi,2,205,0
7650,2020/10/18,Tokushima,0,140,9
7651,2020/10/18,Kagawa,4,93,0
7652,2020/10/18,Ehime,2,108,0
7653,2020/10/18,Kochi,1,135,0
7654,2020/10/18,Fukuoka,64,4976,0
7655,2020/10/18,Saga,5,249,2
7656,2020/10/18,Kumamoto,66,660,10
7657,2020/10/18,Oita,2,155,0
7658,2020/10/18,Miyazaki,1,365,1
7659,2020/10/18,Kagoshima,18,463,30
7660,2020/10/18,Okinawa,274,2593,4
7661,2020/10/19,ALL,5174,85518,86
7662,2020/10/19,Hokkaido,213,2221,0
7663,2020/10/19,Aomori,85,36,0
7664,2020/10/19,Iwate,3,23,0
7665,2020/10/19,Miyagi,42,482,0
7666,2020/10/19,Akita,0,59,0
7667,2020/10/19,Yamagata,2,78,0
7668,2020/10/19,Fukushima,90,273,0
7669,2020/10/19,Ibaraki,29,681,0
7670,2020/10/19,Tochigi,25,440,0
7671,2020/10/19,Gunma,38,717,11
7672,2020/10/19,Saitama,389,4901,0
7673,2020/10/19,Chiba,337,4135,0
7674,2020/10/19,Tokyo,1800,26810,0
7675,2020/10/19,Kanagawa,556,7255,0
7676,2020/10/19,Niigata,3,177,0
7677,2020/10/19,Toyama,0,396,0
7678,2020/10/19,Ishikawa,22,726,0
7679,2020/10/19,Fukui,9,236,0
7680,2020/10/19,Yamanashi,2,191,0
7681,2020/10/19,Nagano,8,317,3
7682,2020/10/19,Gifu,14,620,0
7683,2020/10/19,Shizuoka,14,564,0
7684,2020/10/19,Aichi,233,5361,0
7685,2020/10/19,Mie,17,525,0
7686,2020/10/19,Shiga,13,506,0
7687,2020/10/19,Kyoto,121,1780,0
7688,2020/10/19,Osaka,445,10867,16
7689,2020/10/19,Hyogo,116,2831,0
7690,2020/10/19,Nara,23,581,0
7691,2020/10/19,Wakayama,7,241,3
7692,2020/10/19,Tottori,0,36,0
7693,2020/10/19,Shimane,0,140,0
7694,2020/10/19,Okayama,12,155,5
7695,2020/10/19,Hiroshima,40,606,0
7696,2020/10/19,Yamaguchi,2,205,0
7697,2020/10/19,Tokushima,9,140,1
7698,2020/10/19,Kagawa,4,93,0
7699,2020/10/19,Ehime,2,108,0
7700,2020/10/19,Kochi,1,135,0
7701,2020/10/19,Fukuoka,65,4977,0
7702,2020/10/19,Saga,5,249,2
7703,2020/10/19,Kumamoto,60,669,9
7704,2020/10/19,Oita,1,155,0
7705,2020/10/19,Miyazaki,1,365,1
7706,2020/10/19,Kagoshima,18,463,30
7707,2020/10/19,Okinawa,295,2608,4
7708,2020/10/20,ALL,5031,86100,78
7709,2020/10/20,Hokkaido,205,2246,0
7710,2020/10/20,Aomori,97,36,0
7711,2020/10/20,Iwate,3,23,0
7712,2020/10/20,Miyagi,40,487,0
7713,2020/10/20,Akita,1,59,1
7714,2020/10/20,Yamagata,1,79,0
7715,2020/10/20,Fukushima,83,280,0
7716,2020/10/20,Ibaraki,30,682,0
7717,2020/10/20,Tochigi,29,442,0
7718,2020/10/20,Gunma,37,729,9
7719,2020/10/20,Saitama,409,4914,0
7720,2020/10/20,Chiba,337,4175,0
7721,2020/10/20,Tokyo,1710,27038,0
7722,2020/10/20,Kanagawa,525,7333,0
7723,2020/10/20,Niigata,3,177,0
7724,2020/10/20,Toyama,0,396,0
7725,2020/10/20,Ishikawa,22,726,0
7726,2020/10/20,Fukui,8,237,0
7727,2020/10/20,Yamanashi,1,192,0
7728,2020/10/20,Nagano,7,318,4
7729,2020/10/20,Gifu,15,622,0
7730,2020/10/20,Shizuoka,13,565,0
7731,2020/10/20,Aichi,233,5376,0
7732,2020/10/20,Mie,17,526,0
7733,2020/10/20,Shiga,15,506,0
7734,2020/10/20,Kyoto,95,1808,0
7735,2020/10/20,Osaka,444,10933,16
7736,2020/10/20,Hyogo,116,2836,0
7737,2020/10/20,Nara,20,586,0
7738,2020/10/20,Wakayama,11,241,3
7739,2020/10/20,Tottori,0,36,0
7740,2020/10/20,Shimane,0,140,0
7741,2020/10/20,Okayama,12,155,17
7742,2020/10/20,Hiroshima,33,614,0
7743,2020/10/20,Yamaguchi,2,205,0
7744,2020/10/20,Tokushima,10,140,0
7745,2020/10/20,Kagawa,4,93,0
7746,2020/10/20,Ehime,2,108,0
7747,2020/10/20,Kochi,1,135,0
7748,2020/10/20,Fukuoka,63,4983,0
7749,2020/10/20,Saga,5,249,2
7750,2020/10/20,Kumamoto,53,678,11
7751,2020/10/20,Oita,1,155,0
7752,2020/10/20,Miyazaki,1,365,0
7753,2020/10/20,Kagoshima,18,463,12
7754,2020/10/20,Okinawa,296,2628,0
7755,2020/10/21,ALL,5038,86648,83
7756,2020/10/21,Hokkaido,216,2266,0
7757,2020/10/21,Aomori,98,39,0
7758,2020/10/21,Iwate,3,23,0
7759,2020/10/21,Miyagi,45,491,0
7760,2020/10/21,Akita,1,59,1
7761,2020/10/21,Yamagata,1,79,0
7762,2020/10/21,Fukushima,78,290,0
7763,2020/10/21,Ibaraki,29,684,0
7764,2020/10/21,Tochigi,31,442,1
7765,2020/10/21,Gunma,48,730,9
7766,2020/10/21,Saitama,425,4948,0
7767,2020/10/21,Chiba,329,4232,0
7768,2020/10/21,Tokyo,1669,27227,0
7769,2020/10/21,Kanagawa,517,7429,0
7770,2020/10/21,Niigata,1,179,0
7771,2020/10/21,Toyama,0,396,0
7772,2020/10/21,Ishikawa,18,731,-1
7773,2020/10/21,Fukui,8,237,0
7774,2020/10/21,Yamanashi,0,193,0
7775,2020/10/21,Nagano,8,319,4
7776,2020/10/21,Gifu,16,625,0
7777,2020/10/21,Shizuoka,14,567,0
7778,2020/10/21,Aichi,228,5394,0
7779,2020/10/21,Mie,15,529,0
7780,2020/10/21,Shiga,16,506,0
7781,2020/10/21,Kyoto,85,1820,0
7782,2020/10/21,Osaka,473,10984,16
7783,2020/10/21,Hyogo,119,2847,0
7784,2020/10/21,Nara,21,588,0
7785,2020/10/21,Wakayama,11,242,3
7786,2020/10/21,Tottori,0,35,0
7787,2020/10/21,Shimane,0,140,0
7788,2020/10/21,Okayama,12,155,17
7789,2020/10/21,Hiroshima,30,617,0
7790,2020/10/21,Yamaguchi,3,205,0
7791,2020/10/21,Tokushima,14,140,0
7792,2020/10/21,Kagawa,3,94,0
7793,2020/10/21,Ehime,1,109,0
7794,2020/10/21,Kochi,1,135,0
7795,2020/10/21,Fukuoka,66,4987,0
7796,2020/10/21,Saga,5,250,2
7797,2020/10/21,Kumamoto,49,686,11
7798,2020/10/21,Oita,1,155,0
7799,2020/10/21,Miyazaki,1,365,1
7800,2020/10/21,Kagoshima,10,453,12
7801,2020/10/21,Okinawa,319,2641,4
7802,2020/10/22,ALL,5071,87227,73
7803,2020/10/22,Hokkaido,217,2287,0
7804,2020/10/22,Aomori,105,42,0
7805,2020/10/22,Iwate,3,23,0
7806,2020/10/22,Miyagi,45,497,0
7807,2020/10/22,Akita,2,59,0
7808,2020/10/22,Yamagata,2,79,0
7809,2020/10/22,Fukushima,77,295,0
7810,2020/10/22,Ibaraki,30,687,0
7811,2020/10/22,Tochigi,31,442,1
7812,2020/10/22,Gunma,49,738,14
7813,2020/10/22,Saitama,424,4994,0
7814,2020/10/22,Chiba,345,4259,0
7815,2020/10/22,Tokyo,1623,27455,0
7816,2020/10/22,Kanagawa,530,7470,0
7817,2020/10/22,Niigata,1,179,0
7818,2020/10/22,Toyama,0,396,0
7819,2020/10/22,Ishikawa,21,731,-4
7820,2020/10/22,Fukui,8,237,0
7821,2020/10/22,Yamanashi,3,193,0
7822,2020/10/22,Nagano,10,319,4
7823,2020/10/22,Gifu,25,625,0
7824,2020/10/22,Shizuoka,14,569,0
7825,2020/10/22,Aichi,252,5406,0
7826,2020/10/22,Mie,14,530,0
7827,2020/10/22,Shiga,17,507,0
7828,2020/10/22,Kyoto,84,1832,0
7829,2020/10/22,Osaka,495,11038,16
7830,2020/10/22,Hyogo,110,2869,0
7831,2020/10/22,Nara,23,589,0
7832,2020/10/22,Wakayama,16,243,3
7833,2020/10/22,Tottori,0,35,0
7834,2020/10/22,Shimane,0,140,0
7835,2020/10/22,Okayama,22,162,3
7836,2020/10/22,Hiroshima,25,622,1
7837,2020/10/22,Yamaguchi,3,206,0
7838,2020/10/22,Tokushima,14,140,1
7839,2020/10/22,Kagawa,4,94,0
7840,2020/10/22,Ehime,1,109,0
7841,2020/10/22,Kochi,0,136,0
7842,2020/10/22,Fukuoka,65,4995,0
7843,2020/10/22,Saga,4,251,2
7844,2020/10/22,Kumamoto,48,691,12
7845,2020/10/22,Oita,1,155,0
7846,2020/10/22,Miyazaki,1,365,1
7847,2020/10/22,Kagoshima,10,453,12
7848,2020/10/22,Okinawa,297,2698,4
7849,2020/10/23,ALL,5220,87765,66
7850,2020/10/23,Hokkaido,235,2309,0
7851,2020/10/23,Aomori,100,49,0
7852,2020/10/23,Iwate,3,23,1
7853,2020/10/23,Miyagi,44,499,0
7854,2020/10/23,Akita,2,59,0
7855,2020/10/23,Yamagata,4,79,0
7856,2020/10/23,Fukushima,71,302,0
7857,2020/10/23,Ibaraki,28,691,0
7858,2020/10/23,Tochigi,32,444,1
7859,2020/10/23,Gunma,81,739,0
7860,2020/10/23,Saitama,406,5052,0
7861,2020/10/23,Chiba,371,4287,0
7862,2020/10/23,Tokyo,1635,27626,0
7863,2020/10/23,Kanagawa,546,7543,0
7864,2020/10/23,Niigata,1,179,0
7865,2020/10/23,Toyama,0,396,0
7866,2020/10/23,Ishikawa,21,732,-4
7867,2020/10/23,Fukui,6,239,0
7868,2020/10/23,Yamanashi,3,194,0
7869,2020/10/23,Nagano,11,319,4
7870,2020/10/23,Gifu,30,627,0
7871,2020/10/23,Shizuoka,15,571,0
7872,2020/10/23,Aichi,246,5430,0
7873,2020/10/23,Mie,13,534,0
7874,2020/10/23,Shiga,17,509,0
7875,2020/10/23,Kyoto,87,1841,0
7876,2020/10/23,Osaka,541,11091,16
7877,2020/10/23,Hyogo,116,2879,0
7878,2020/10/23,Nara,26,589,0
7879,2020/10/23,Wakayama,16,245,3
7880,2020/10/23,Tottori,0,35,0
7881,2020/10/23,Shimane,0,140,0
7882,2020/10/23,Okayama,22,162,9
7883,2020/10/23,Hiroshima,24,623,1
7884,2020/10/23,Yamaguchi,5,206,0
7885,2020/10/23,Tokushima,15,140,0
7886,2020/10/23,Kagawa,5,94,0
7887,2020/10/23,Ehime,0,110,0
7888,2020/10/23,Kochi,0,136,0
7889,2020/10/23,Fukuoka,64,5009,0
7890,2020/10/23,Saga,4,251,2
7891,2020/10/23,Kumamoto,44,701,14
7892,2020/10/23,Oita,1,155,0
7893,2020/10/23,Miyazaki,1,365,1
7894,2020/10/23,Kagoshima,10,453,12
7895,2020/10/23,Okinawa,318,2722,4
7896,2020/10/24,ALL,5440,88237,55
7897,2020/10/24,Hokkaido,260,2335,0
7898,2020/10/24,Aomori,111,58,0
7899,2020/10/24,Iwate,4,23,0
7900,2020/10/24,Miyagi,59,504,0
7901,2020/10/24,Akita,2,59,0
7902,2020/10/24,Yamagata,4,79,0
7903,2020/10/24,Fukushima,70,309,0
7904,2020/10/24,Ibaraki,27,694,0
7905,2020/10/24,Tochigi,30,446,1
7906,2020/10/24,Gunma,96,743,0
7907,2020/10/24,Saitama,427,5071,0
7908,2020/10/24,Chiba,389,4310,0
7909,2020/10/24,Tokyo,1655,27809,0
7910,2020/10/24,Kanagawa,546,7602,0
7911,2020/10/24,Niigata,2,179,0
7912,2020/10/24,Toyama,0,396,0
7913,2020/10/24,Ishikawa,17,736,-4
7914,2020/10/24,Fukui,5,240,0
7915,2020/10/24,Yamanashi,3,194,0
7916,2020/10/24,Nagano,11,319,4
7917,2020/10/24,Gifu,33,627,0
7918,2020/10/24,Shizuoka,15,571,0
7919,2020/10/24,Aichi,266,5453,0
7920,2020/10/24,Mie,12,536,0
7921,2020/10/24,Shiga,18,510,0
7922,2020/10/24,Kyoto,87,1841,0
7923,2020/10/24,Osaka,599,11128,16
7924,2020/10/24,Hyogo,118,2899,0
7925,2020/10/24,Nara,24,592,0
7926,2020/10/24,Wakayama,17,245,4
7927,2020/10/24,Tottori,0,35,0
7928,2020/10/24,Shimane,0,140,0
7929,2020/10/24,Okayama,22,162,9
7930,2020/10/24,Hiroshima,19,630,0
7931,2020/10/24,Yamaguchi,5,206,0
7932,2020/10/24,Tokushima,15,141,1
7933,2020/10/24,Kagawa,4,95,0
7934,2020/10/24,Ehime,0,110,0
7935,2020/10/24,Kochi,0,136,0
7936,2020/10/24,Fukuoka,63,5015,0
7937,2020/10/24,Saga,4,252,2
7938,2020/10/24,Kumamoto,46,709,5
7939,2020/10/24,Oita,0,156,0
7940,2020/10/24,Miyazaki,1,365,1
7941,2020/10/24,Kagoshima,10,453,12
7942,2020/10/24,Okinawa,342,2738,4
7943,2020/10/25,ALL,5507,88658,98
7944,2020/10/25,Hokkaido,292,2363,0
7945,2020/10/25,Aomori,114,60,0
7946,2020/10/25,Iwate,4,23,0
7947,2020/10/25,Miyagi,61,509,0
7948,2020/10/25,Akita,2,59,0
7949,2020/10/25,Yamagata,4,79,0
7950,2020/10/25,Fukushima,62,318,0
7951,2020/10/25,Ibaraki,27,696,0
7952,2020/10/25,Tochigi,27,450,1
7953,2020/10/25,Gunma,96,743,9
7954,2020/10/25,Saitama,407,5107,0
7955,2020/10/25,Chiba,398,4336,0
7956,2020/10/25,Tokyo,1697,27889,0
7957,2020/10/25,Kanagawa,546,7661,0
7958,2020/10/25,Niigata,3,179,0
7959,2020/10/25,Toyama,0,396,0
7960,2020/10/25,Ishikawa,17,737,-4
7961,2020/10/25,Fukui,5,240,0
7962,2020/10/25,Yamanashi,3,194,0
7963,2020/10/25,Nagano,11,319,4
7964,2020/10/25,Gifu,34,627,0
7965,2020/10/25,Shizuoka,15,571,0
7966,2020/10/25,Aichi,262,5499,0
7967,2020/10/25,Mie,12,536,0
7968,2020/10/25,Shiga,19,510,0
7969,2020/10/25,Kyoto,87,1841,0
7970,2020/10/25,Osaka,611,11184,17
7971,2020/10/25,Hyogo,119,2925,21
7972,2020/10/25,Nara,23,593,0
7973,2020/10/25,Wakayama,17,247,4
7974,2020/10/25,Tottori,0,35,0
7975,2020/10/25,Shimane,0,140,0
7976,2020/10/25,Okayama,22,162,18
7977,2020/10/25,Hiroshima,18,632,0
7978,2020/10/25,Yamaguchi,5,206,0
7979,2020/10/25,Tokushima,15,144,4
7980,2020/10/25,Kagawa,4,95,0
7981,2020/10/25,Ehime,0,110,0
7982,2020/10/25,Kochi,2,136,0
7983,2020/10/25,Fukuoka,63,5015,0
7984,2020/10/25,Saga,4,252,2
7985,2020/10/25,Kumamoto,46,709,5
7986,2020/10/25,Oita,0,156,0
7987,2020/10/25,Miyazaki,1,365,1
7988,2020/10/25,Kagoshima,7,456,12
7989,2020/10/25,Okinawa,343,2768,4
7990,2020/10/26,ALL,5503,89092,69
7991,2020/10/26,Hokkaido,311,2384,0
7992,2020/10/26,Aomori,119,67,0
7993,2020/10/26,Iwate,4,23,0
7994,2020/10/26,Miyagi,84,516,0
7995,2020/10/26,Akita,2,59,0
7996,2020/10/26,Yamagata,4,79,0
7997,2020/10/26,Fukushima,53,327,0
7998,2020/10/26,Ibaraki,23,702,0
7999,2020/10/26,Tochigi,24,453,1
8000,2020/10/26,Gunma,99,749,3
8001,2020/10/26,Saitama,395,5152,0
8002,2020/10/26,Chiba,396,4363,0
8003,2020/10/26,Tokyo,1691,27986,0
8004,2020/10/26,Kanagawa,532,7694,0
8005,2020/10/26,Niigata,3,179,0
8006,2020/10/26,Toyama,0,396,0
8007,2020/10/26,Ishikawa,17,737,-4
8008,2020/10/26,Fukui,3,242,0
8009,2020/10/26,Yamanashi,3,194,0
8010,2020/10/26,Nagano,9,324,3
8011,2020/10/26,Gifu,31,630,0
8012,2020/10/26,Shizuoka,20,574,0
8013,2020/10/26,Aichi,253,5524,0
8014,2020/10/26,Mie,12,536,0
8015,2020/10/26,Shiga,18,512,0
8016,2020/10/26,Kyoto,69,1875,0
8017,2020/10/26,Osaka,600,11237,17
8018,2020/10/26,Hyogo,151,2930,0
8019,2020/10/26,Nara,19,598,0
8020,2020/10/26,Wakayama,17,247,4
8021,2020/10/26,Tottori,2,35,0
8022,2020/10/26,Shimane,1,141,1
8023,2020/10/26,Okayama,23,161,21
8024,2020/10/26,Hiroshima,19,632,0
8025,2020/10/26,Yamaguchi,5,206,0
8026,2020/10/26,Tokushima,7,148,0
8027,2020/10/26,Kagawa,4,95,0
8028,2020/10/26,Ehime,0,110,0
8029,2020/10/26,Kochi,2,136,0
8030,2020/10/26,Fukuoka,66,5022,0
8031,2020/10/26,Saga,3,253,2
8032,2020/10/26,Kumamoto,43,714,4
8033,2020/10/26,Oita,0,156,0
8034,2020/10/26,Miyazaki,1,366,1
8035,2020/10/26,Kagoshima,7,456,12
8036,2020/10/26,Okinawa,356,2784,4
8037,2020/10/27,ALL,5448,89746,81
8038,2020/10/27,Hokkaido,343,2402,0
8039,2020/10/27,Aomori,116,77,0
8040,2020/10/27,Iwate,4,23,0
8041,2020/10/27,Miyagi,85,523,0
8042,2020/10/27,Akita,2,59,0
8043,2020/10/27,Yamagata,6,79,0
8044,2020/10/27,Fukushima,46,335,0
8045,2020/10/27,Ibaraki,17,709,0
8046,2020/10/27,Tochigi,26,454,1
8047,2020/10/27,Gunma,99,752,4
8048,2020/10/27,Saitama,387,5189,0
8049,2020/10/27,Chiba,381,4421,0
8050,2020/10/27,Tokyo,1616,28218,0
8051,2020/10/27,Kanagawa,536,7752,0
8052,2020/10/27,Niigata,3,179,0
8053,2020/10/27,Toyama,0,396,0
8054,2020/10/27,Ishikawa,13,740,-2
8055,2020/10/27,Fukui,2,243,0
8056,2020/10/27,Yamanashi,6,194,0
8057,2020/10/27,Nagano,7,326,3
8058,2020/10/27,Gifu,28,633,0
8059,2020/10/27,Shizuoka,27,576,0
8060,2020/10/27,Aichi,276,5538,0
8061,2020/10/27,Mie,10,538,0
8062,2020/10/27,Shiga,19,515,0
8063,2020/10/27,Kyoto,63,1888,0
8064,2020/10/27,Osaka,653,11326,17
8065,2020/10/27,Hyogo,144,2942,0
8066,2020/10/27,Nara,15,602,0
8067,2020/10/27,Wakayama,12,252,4
8068,2020/10/27,Tottori,2,35,0
8069,2020/10/27,Shimane,1,140,0
8070,2020/10/27,Okayama,23,161,30
8071,2020/10/27,Hiroshima,15,636,0
8072,2020/10/27,Yamaguchi,5,206,0
8073,2020/10/27,Tokushima,5,150,0
